date,name,open,high,low,close,volume,marketCap,daily_weighted_sentiment,comment_volume,XRP_trends,gold_spot,gspc_spot,ndx_spot,price_change,target,percent_change_24h,percent_change_3d,percent_change_7d,percent_change_14d,ma_7d,price_vs_ma7d,ma_14d,price_vs_ma14d,close_7_ema,close_14_ema,dx,adx,adxr,rsi_7,rsi,stochrsi,atr,mfi,boll,boll_ub,boll_lb,boll_width,kdjk,kdjd,kdj_signal,macd,macds,macdh
2024-07-30,2781,0.6020837601,0.634965066,0.5961574036,0.6278774507,2197505658.89,35135673613.62,-0.0758875652057368,33.0,24.0,2405.0,5436.439941,18796.26953,0.025791290999999994,-1.0,4.283654520949454,5.208210704353156,5.091646295608232,8.371373549202922,0.6073475880857143,3.380249303202688,0.6013184079357143,4.416801882959325,0.6080843839488932,0.6044100754904153,54.19043325640164,42.524515910464594,38.81860945086373,68.3597740526397,63.46501429573454,35.38252644277263,0.03417303405832249,0.5248895198284813,0.5998555636066667,0.6336966136421341,0.5660145135711993,0.06768210007093489,65.47403767429735,61.92473329664168,1.0,0.002721020791503048,0.0014923956835721872,0.001228625107930861
2024-07-31,2781,0.6278614753,0.6579108403,0.623762101,0.6239389397,2419022402.95,34915910711.96,-0.0758875652057368,33.0,24.0,2426.5,5522.299805,19362.42969,-0.003938510999999978,-1.0,-0.6272738407167022,3.6535381745675277,0.8233863604800717,-0.4065138179869532,0.6080755127571429,2.6087922651134248,0.6011364971571428,3.793222113562082,0.6120881510255873,0.6073074437032311,63.70912631748303,48.61642083017112,41.63609507826922,64.7123559456134,61.49634263728376,90.15931157949935,0.03417053528311081,0.5018638621030014,0.6013607746125,0.6362014281752952,0.5665201210497048,0.0696813071255904,61.604064454248125,61.81784368251049,-1.0,0.0035792396950022898,0.001921852624091292,0.0016573870709109977
2024-08-01,2781,0.6239343936,0.6294333123,0.5718836474,0.5964638842,1990603912.77,33401510419.16,0.0019847705194957,35.0,24.0,2435.0,5446.680176,18890.39063,-0.027475055500000067,-1.0,-4.403484660407719,-0.9337991597085482,-0.5588856492628191,4.721047404436174,0.6075966146857142,-1.832256832351313,0.6030572014214286,-1.0933153946073346,0.6081525002415519,0.6057224787041394,8.709677779508256,37.16190120000282,40.35185743595604,45.11934998065652,49.873769241115454,22.715615498454657,0.03650187609579198,0.5211329156085596,0.6010727222352942,0.6348905642434264,0.567254880227162,0.06763568401626441,50.59358834609946,58.07642523704015,0.0,0.0024890516839273236,0.0020379057194434133,0.0004511459644839103
2024-08-02,2781,0.5964631699,0.5964660234,0.5496355881,0.5607705616,1884164485.05,31402794355.85,0.0,8.0,24.0,2425.699951,5346.560059,18440.84961,-0.03569332259999991,-1.0,-5.9841548743346245,-10.687896025758636,-7.167669714794311,-2.26260993072831,0.6014112416142857,-6.757552437031185,0.6021299316071429,-6.868844718738811,0.5962398555436702,0.5992352662911289,5.891971542070383,28.198238183933913,36.867968965708144,30.927167325501287,39.44414544627962,0.0,0.03750349249131109,0.5303534207476599,0.5988337133111111,0.6367457260182287,0.5609217006039936,0.07582402541423505,37.15704244665739,51.10329764024589,0.0,-0.0006268713107705493,0.0014951733155936626,-0.002122044626364212
2024-08-03,2781,0.5607713553,0.5765464926,0.5424719269,0.5563914002,1325726392.55,31157434104.42,0.0,3.0,24.0,2425.699951,5346.560059,18440.84961,-0.004379161400000053,-1.0,-0.7809185609717773,-10.825985557573626,-6.770113178820547,-6.434027641847884,0.5956392839,-6.58920335862018,0.5993970717571429,-7.174821763988767,0.5862354402126329,0.5931194349809029,10.080073416194486,23.009464535556823,32.899098855799195,29.59471615968222,38.3835963612157,0.0,0.03717925413513487,0.4730789363669544,0.5965999073578947,0.638273653576242,0.5549261611395474,0.08334749243669459,28.790651398027947,43.66574889283991,0.0,-0.003294780923835283,0.0005231744883277802,-0.0038179554121630633
2024-08-04,2781,0.5563898662,0.5583055401,0.5164283817,0.5233964074,1209933394.24,29309788932.99,-0.4372533957163493,8.0,26.0,2425.699951,5346.560059,18440.84961,-0.032994992799999956,-1.0,-5.93017663251797,-12.250109140807542,-13.049361014472671,-12.397433209901887,0.5844178290714286,-10.441403159856439,0.5941063167999999,-11.901894896667743,0.5704757045475792,0.5832595029306062,23.422674569327576,23.127722423172372,30.102597702441663,21.465399941118704,31.509293565065136,0.0,0.03761344335038031,0.4182669373072174,0.59293973236,0.6450650264385881,0.5408144382814118,0.10425058815717625,20.835437708405408,36.05564516469507,0.0,-0.0074620631495248,-0.0010925005036700334,-0.006369562645854767
2024-08-05,2781,0.5233957805,0.5252827807,0.4334920341,0.489465843,4193893852.69,27409295015.54,0.0,1.0,26.0,2401.699951,5186.330078,17895.16016,-0.03393056440000003,1.0,-6.482766010670948,-12.715488915208429,-18.70501669663276,-19.447666467321913,0.5683292124,-13.87635329652817,0.5856655145428572,-16.425701898795612,0.5501749556777955,0.5701019495249022,49.24884360263931,30.59983053994897,30.244834228031028,16.14478398716261,26.294114014268985,0.0,0.04251765665185154,0.3124950392239202,0.5884442373600001,0.6580667447752386,0.5188217299447615,0.13924501483047713,22.20418341563749,31.438491248342544,0.0,-0.012837204595702256,-0.0034633081631476647,-0.009373896432554592
2024-08-06,2781,0.4894579552,0.5185025379,0.489296217,0.5056968401,1747524591.64,28318660942.28,0.0,1.0,26.0,2389.100098,5240.029785,18077.91992,0.016230997100000033,1.0,3.3160632824791536,-9.111312662592796,-19.459308574274292,-15.358461442839078,0.5508748394571429,-8.20113683203671,0.5791112137714286,-12.677076859438044,0.5390355562478352,0.5611294242507351,49.24884360263931,35.932672696356974,31.871319482814368,26.33503373554599,32.084878232077244,15.578756968379631,0.041335269241124226,0.37472574502769274,0.582404794835,0.6587628524564401,0.5060467372135599,0.1527161152428802,25.527500064989965,29.468160853891682,0.0,-0.01575702146926905,-0.005940328004805769,-0.009816693464463282
2024-08-07,2781,0.5056912668,0.6408185744,0.4942300403,0.6008097764,4286385926.07,33647087894.91,0.3725384348317196,3.0,26.0,2390.5,5199.5,17867.36914,0.09511293629999995,1.0,18.80829160039672,14.79058088773575,-3.7069594199587774,-2.914095657731175,0.5475706732714285,9.722782049392388,0.5778230930142857,3.978152424784794,0.5544998002025405,0.566624583791847,5.3503850776635415,27.189544726058124,30.53285336357566,59.76348612450949,54.59633826514897,76.14080917214766,0.05052458700641554,0.4251573876667113,0.58396658243,0.6604972197719672,0.5074359450880328,0.15306127468393438,41.87034186518328,33.60222119098888,1.0,-0.011372895849844022,-0.007033293302172451,-0.004339602547671572
2024-08-08,2781,0.6008485381,0.6416193806,0.5809080048,0.61757735,3502679662.34,34648939841.35,0.0,5.0,26.0,2422.199951,5319.310059,18413.82031,0.01676757360000003,-1.0,2.7908290208707776,26.17373792924709,3.5397727103491317,2.9611037793916495,0.5505868826714286,12.16710194829487,0.5790917486785715,6.645855584930844,0.5702850264101964,0.5736446413807068,5.593888099267705,21.016668415883732,27.812758594427816,63.19828097740333,57.284398644189366,83.3724348758187,0.05140006125219972,0.534044998552529,0.5861578329799999,0.6639561944770018,0.508359471482998,0.15559672299400384,55.256087926349295,40.82017676944235,0.0,-0.006680886913628004,-0.006962477606797261,0.0002815906931692572
2024-08-09,2781,0.6175801482,0.6237072401,0.5690233823,0.5811532129,2024450472.78,32605102297.68,0.0,13.0,26.0,2432.100098,5344.160156,18513.09961,-0.03642413710000003,1.0,-5.897906893768045,14.921266422206369,3.6347577237014317,-3.7934394196607713,0.55349869,4.9963122586613595,0.577454965807143,0.6404390492491107,0.5730041192681897,0.5746745653573331,1.423589723603719,15.41690373674294,24.269983551771055,51.957541321315425,50.3156477250328,64.62456795199446,0.05167824032977057,0.5226577840192925,0.5854829217199999,0.663205198937254,0.5077606445027458,0.15544455443450822,60.48656336496612,47.375638967950266,0.0,-0.005485337665193879,-0.006665929290613467,0.0011805916254195876
