date,daily_weighted_sentiment,comment_volume
2025-01-17,-0.11016133588792769,43
2025-01-18,-0.07664748364024693,39
2025-01-19,-0.1275731013249024,77
2025-01-20,-0.06250521040843601,97
2025-01-21,-0.35445108351628973,84
2025-01-22,-0.010645544470068161,55
2025-01-23,-0.022839707436997807,74
2025-01-24,-0.09691687445075525,92
2025-01-25,-0.10878997246424357,53
2025-01-26,0.04749983591220213,64
2025-01-27,-0.3975094612952572,71
2025-01-28,-0.029994627051883275,53
2025-01-29,0.04468437506808138,33
2025-01-30,-0.30194785808874375,51
2025-01-31,0.017532219106585742,50
2025-02-01,-0.048582090060740955,24
2025-02-02,-0.05415691973958505,65
2025-02-03,-0.16659925064974995,102
2025-02-04,-0.21648147665787165,135
2025-02-05,-0.2221219311831361,85
2025-02-06,-0.06633338897225657,46
