date,daily_weighted_sentiment,comment_volume
2025-01-22,0.014366565121593362,102
2025-01-23,-1.4708131172218052e-05,45
2025-01-24,-0.6491980436574394,43
2025-01-25,-0.0058170764068147,43
2025-01-26,0.135476433457555,44
2025-01-27,-0.24429665233986536,36
2025-01-28,-0.011631990428013569,25
2025-01-29,0.269322722488898,47
2025-01-30,-0.02147269876379716,23
2025-01-31,-0.08230411316285018,18
2025-02-01,-0.5829472941803705,52
2025-02-02,-0.34162378412979577,54
2025-02-03,-0.45025219680262013,69
2025-02-04,-0.36213033539908274,10
2025-02-05,-0.020732466983129423,19
2025-02-06,0.28951496357540435,28
2025-02-07,-0.0319666430641909,54
2025-02-08,0.02212422293869864,43
2025-02-09,-0.25234004182200276,19
2025-02-10,-0.01827102351462704,11
2025-02-11,-0.05246161956053514,7
2025-02-12,-0.002536437394630969,67
2025-02-13,-0.015129378341082451,73
2025-02-14,0.031727525591850284,25
2025-02-15,0.0008105045493516385,34
2025-02-16,0.06664373108576123,63
2025-02-17,0.00816632440303119,42
2025-02-18,-0.5174063875669365,20
2025-02-19,-0.5565971226477232,30
2025-02-20,-0.006330311288645659,56
2025-02-21,-0.16389097449309167,31
2025-02-22,-0.01229638990749992,51
2025-02-23,-0.04687467702301553,43
2025-02-24,-0.16707935090686965,62
2025-02-25,-0.272584849869885,115
2025-02-26,-0.020676365125051503,19
2025-02-27,-0.11416031721190278,25
2025-02-28,0.1320262665708299,89
2025-03-01,0.035345107403021804,27
2025-03-02,-0.06356691929742234,43
2025-03-03,-0.0055132892046937,56
2025-03-04,0.09853630863989775,56
2025-03-05,-0.4394367349225205,35
2025-03-06,-0.20361719314177432,35
2025-03-07,-0.10572140743724123,117
2025-03-08,-0.26685452067627097,20
2025-03-09,-0.15239750740648286,107
2025-03-10,-0.21898385249024704,156
2025-03-11,-0.08843211694234529,56
2025-03-12,-0.003963020820336917,65
2025-03-13,-0.0110023410607737,49
2025-03-14,-0.035311290653196256,85
2025-03-15,-0.027226477703720175,29
2025-03-16,-0.028399631858734953,33
2025-03-17,-0.44455347853628074,51
2025-03-18,-0.061889579085355306,49
2025-03-19,-0.3431603707309462,28
2025-03-20,-0.012637808904036865,77
2025-03-21,-0.0024979762191879016,19
2025-03-22,-0.07215599009865209,18
2025-03-23,-0.6746683718548463,30
2025-03-24,-0.0033509198576211928,17
2025-03-25,-0.21089879697245542,27
2025-03-26,0.11658107613344096,51
2025-03-27,0.0018279658813102572,33
2025-03-28,-0.01041195201516382,37
2025-03-29,-0.2499513780712185,22
2025-03-30,-0.47308573722839353,4
2025-03-31,-0.3422214950941786,56
2025-04-01,-0.37385610393051066,45
2025-04-02,0.058723893165588376,9
2025-04-03,-0.21746155914469215,33
2025-04-04,-0.5489426475480172,56
2025-04-05,-0.5978168872116649,43
2025-04-06,-0.5629279921625617,43
2025-04-07,-0.4273293716608038,38
2025-04-08,-0.23266342365424103,66
2025-04-09,-0.2499302557451808,34
2025-04-10,-0.025882552125262435,44
2025-04-11,-0.35639345468292105,19
2025-04-12,0.05359080632527669,15
2025-04-13,-0.5733494017707947,17
2025-04-14,-0.10318472323479591,19
2025-04-15,0.18422981644461317,35
2025-04-16,-0.6133236469557652,25
2025-04-17,-0.7348193410155061,11
2025-04-18,0.05487773702903227,17
2025-04-19,-0.3600598619979562,16
2025-04-20,-0.06337593414771685,16
2025-04-21,-0.05181991664608519,55
2025-04-22,-0.012096117483897145,28
2025-04-23,0.34651123122735455,12
2025-04-24,0.2218955852768638,32
2025-04-25,0.0,4
2025-04-26,0.2834944157895436,32
2025-04-27,-0.18030923816068326,50
2025-04-28,0.1863144271746631,38
2025-04-29,0.02614903638568201,27
2025-04-30,-0.05462739784430385,30
2025-05-01,0.06445766206007504,31
2025-05-02,-0.4365954040133027,40
2025-05-03,0.21435757500203168,49
2025-05-04,0.2409113124012947,7
2025-05-05,-0.5172439217567444,1
2025-05-06,0.004012007491533146,17
2025-05-07,0.0,16
2025-05-08,0.5150775077428484,81
2025-05-09,-0.05151444495081188,20
2025-05-10,-0.14548350282405553,18
2025-05-11,-0.3376264067277847,17
2025-05-12,-0.32424866316611306,21
2025-05-13,-0.05734201198400453,81
2025-05-14,0.06793237728046406,28
2025-05-15,0.05646511948938097,53
2025-05-16,0.0008978034219434184,24
2025-05-17,0.0,2
2025-05-18,-0.0031409713176151605,69
2025-05-19,0.018344095802995477,29
2025-05-20,-0.06398035552815169,32
2025-05-21,-0.022685230274699687,40
2025-05-22,0.10103901227315266,25
2025-05-23,0.0,18
2025-05-24,0.047604744761718984,33
2025-05-25,-0.3019494449210044,33
2025-05-26,-0.0032508154128475806,28
2025-05-27,-0.0018707879110883444,76
2025-05-28,0.003989992992139863,97
2025-05-29,0.010440918922199685,70
2025-05-30,0.016728431726695452,57
2025-05-31,-0.008880860724691617,22
2025-06-01,0.012113974594615136,26
2025-06-02,-0.012092259797182951,6
2025-06-03,-0.03072164369666058,9
2025-06-04,0.0027936465443579805,80
2025-06-05,-0.11289405989022146,62
2025-06-06,-0.020502267155129542,52
2025-06-07,0.06541072788183978,46
2025-06-08,0.008712229832925432,34
2025-06-09,-0.03001547633593785,91
2025-06-10,-0.05493488990812722,58
2025-06-11,-0.02381605128480947,53
2025-06-12,0.7067652216011827,14
2025-06-13,0.0,22
2025-06-14,-0.014289856861654864,47
2025-06-15,-0.019649425573586315,71
2025-06-16,-0.010715777119482234,62
2025-06-17,-0.1148426683203688,37
2025-06-18,-0.3392036142841421,20
2025-06-19,0.013179620494251547,48
2025-06-20,-0.35642254380742566,49
2025-06-21,0.24077081680297852,2
2025-06-22,-0.41487696852002826,15
2025-06-23,0.1726458933442197,33
2025-06-24,0.0,6
2025-06-25,-0.03920278371619297,39
2025-06-26,-0.21167439860080986,15
2025-06-27,0.15267009756442418,41
2025-06-28,-0.0024360702607664902,40
2025-06-29,0.3768586346710896,35
2025-06-30,-0.05587336394433327,23
2025-07-01,-0.7666330154125507,10
2025-07-02,-0.09071802800594256,41
2025-07-03,-0.08034580634601081,22
2025-07-04,-0.00011146099848593789,34
2025-07-05,0.4441759532530978,27
2025-07-06,0.0005537631414813866,51
2025-07-07,-0.31606391826223884,22
2025-07-08,0.02449613292948201,73
2025-07-09,0.048492351770401,21
2025-07-10,0.5254581022633521,75
2025-07-11,0.17815620978339994,84
2025-07-12,-0.5398312801793856,91
2025-07-13,-0.43629501328013065,76
2025-07-14,-0.15734830478407355,138
2025-07-15,-0.2120007236311041,46
