,date,name,open,high,low,close,volume,marketCap,daily_weighted_sentiment,comment_volume,ETH_trends,gold_spot,gspc_spot,ndx_spot
309,2024-09-09,2781,2297.8962878887,2379.7867036116,2274.1155213156,2358.4821965753,15887712451.2,283783703882.03,0.0,6.0,43.0,2501.800049,5471.049805,18660.7793
308,2024-09-10,2781,2358.4977080116,2398.503909515,2323.0717691421,2389.5809379648,12795818970.29,287531625423.98,0.0090760517120361,26.0,43.0,2512.300049,5495.52002,18829.14063
307,2024-09-11,2781,2389.6038528513,2389.7183834395,2279.0537511266,2339.84156536,15355180967.19,281548693602.93,0.2832933897557466,20.0,43.0,2512.100098,5554.129883,19237.30078
306,2024-09-12,2781,2339.8408147856,2390.1867007685,2316.1576268292,2361.7816231563,12162634681.3,284189180243.76,0.2423002621706794,29.0,43.0,2551.199951,5595.759766,19423.07031
305,2024-09-13,2781,2361.7410241818,2462.8029995518,2338.1441124662,2441.6072730055,13759640866.1,293801862057.66,0.0,4.0,43.0,2581.300049,5626.02002,19514.58984
304,2024-09-14,2781,2441.5809238642,2442.632199335,2386.9797754364,2418.5957742924,8170291679.8,291001727426.87,0.0,2.0,43.0,2581.300049,5626.02002,19514.58984
303,2024-09-15,2781,2418.2660079428,2430.383358679,2286.6282912242,2320.8972417266,10155470375.43,279290338598.1,-0.0346117110457271,28.0,45.0,2581.300049,5626.02002,19514.58984
302,2024-09-16,2781,2320.8944391009,2334.7897195354,2253.7149932498,2295.2837746294,16819033263.42,276213887591.09,-0.1739806145140268,16.0,45.0,2580.399902,5633.089844,19423.06055
301,2024-09-17,2781,2295.2845221506,2392.1490836221,2263.7929198287,2341.7077628551,15356783862.9,281807747406.62,-0.2526956180046344,6.0,45.0,2564.300049,5634.580078,19432.40039
300,2024-09-18,2781,2341.732903736,2369.7290255543,2278.6644501631,2369.7290255543,18159056421.8,285138320250.7,-0.0315209517785168,29.0,45.0,2570.699951,5618.259766,19344.49023
299,2024-09-19,2781,2369.3747703527,2492.2045247855,2369.3747703527,2464.7521329287,18437147348.52,296624388490.69,0.2954761631348553,20.0,45.0,2588.0,5713.640137,19839.83008
298,2024-09-20,2781,2464.7823040751,2571.992554316,2439.3780413122,2561.072001704,19112788620.13,308191436978.27,0.0009558306691425,49.0,45.0,2619.899902,5702.549805,19791.49023
297,2024-09-21,2781,2560.8795354746,2621.6224709641,2530.837995662,2615.8571459406,10797825021.27,314809435334.52,-0.004085420108423,27.0,45.0,2619.899902,5702.549805,19791.49023
296,2024-09-22,2781,2615.8481007478,2632.0393358744,2528.52219639,2582.8624763883,13180663010.53,310832153859.66,-0.3264163136482239,2.0,47.0,2619.899902,5702.549805,19791.49023
295,2024-09-23,2781,2582.7748253658,2701.6777912859,2541.9102931292,2648.5464300632,19912841455.92,318744104768.48,0.0046197219181998,63.0,47.0,2626.5,5718.569824,19852.19922
294,2024-09-24,2781,2648.4822261637,2671.2758556519,2593.1521738987,2654.3549330008,16658812502.52,319484820966.74,-0.014056926167856,90.0,47.0,2651.199951,5732.930176,19944.83984
293,2024-09-25,2781,2654.3615838667,2672.461793629,2557.7243453866,2579.3885693151,14119729961.63,310440844167.57,0.6231938530417049,3.0,47.0,2659.199951,5722.259766,19972.60938
292,2024-09-26,2781,2579.2174920971,2665.9926560753,2559.9542421043,2632.1999118007,17336033594.71,316823949793.58,0.0175205119278119,20.0,47.0,2669.899902,5745.370117,20115.53906
291,2024-09-27,2781,2632.2420499386,2728.0677337785,2616.9509381378,2695.9005963054,17023020294.14,324477045651.5,0.0175205119278119,20.0,47.0,2644.300049,5738.169922,20008.61914
290,2024-09-28,2781,2695.8158683926,2704.9288248233,2652.2504068191,2677.5391024938,10252590558.91,322290984555.94,0.0175205119278119,20.0,47.0,2644.300049,5738.169922,20008.61914
289,2024-09-29,2781,2677.6285703543,2683.4457331945,2635.5850675801,2659.3468478149,11126215670.66,320089038647.8,0.4932064952648214,30.0,42.0,2644.300049,5738.169922,20008.61914
288,2024-09-30,2781,2659.292706743,2662.4890256281,2576.9761665531,2603.0626884402,17826446788.58,313325363290.4,-0.4159494080442063,17.0,42.0,2636.100098,5762.47998,20060.68945
287,2024-10-01,2781,2603.2642632164,2657.6154844561,2415.0786957152,2448.9211886564,25482371784.59,294770064372.22,0.0,16.0,42.0,2667.300049,5708.75,19773.30078
286,2024-10-02,2781,2448.8772349748,2498.1213981869,2354.5392654594,2365.2317288844,20148256471.74,284700884242.95,0.0,16.0,42.0,2647.100098,5709.540039,19802.58984
285,2024-10-03,2781,2365.2136356441,2402.8624712735,2311.02794283,2349.7911912798,18051447791.36,282840905202.61,0.0,16.0,42.0,2657.100098,5699.939941,19793.33984
284,2024-10-04,2781,2349.7328747479,2440.2423164811,2339.8708421254,2414.7939387071,14879264082.24,290683343156.41,0.0,16.0,42.0,2645.800049,5751.069824,20035.01953
283,2024-10-05,2781,2414.8472449781,2427.5175001729,2390.8445148696,2415.6318483541,8152969183.08,290770219457.2,0.0,16.0,42.0,2645.800049,5751.069824,20035.01953
282,2024-10-06,2781,2415.5316279425,2456.6306849146,2407.0994867432,2439.9578014551,8458690205.43,293714066018.34,0.0,16.0,41.0,2645.800049,5751.069824,20035.01953
281,2024-10-07,2781,2439.9447200133,2520.4062916278,2405.134390679,2421.7967510959,17414044415.67,291555915035.43,0.0,10.0,41.0,2644.800049,5695.939941,19800.74023
280,2024-10-08,2781,2421.9809166899,2464.1273969729,2400.5108495443,2439.8409399284,14067361080.08,293706777045.99,-0.0190538341079015,38.0,41.0,2615.0,5751.129883,20107.7793
279,2024-10-09,2781,2439.8400502907,2470.9131306844,2350.94656833,2368.2835389024,14954047093.24,285092687991.39,-0.0190538341079015,38.0,41.0,2606.0,5792.040039,20268.85938
278,2024-10-10,2781,2368.2731115731,2417.2882084972,2329.7847354486,2383.8578440878,15327769939.94,286979463824.44,-0.0190538341079015,38.0,41.0,2620.600098,5780.049805,20241.75977
277,2024-10-11,2781,2383.9400977886,2470.395766147,2380.5045941708,2436.5134816704,13489061564.18,293311812571.93,0.4264419398137501,16.0,41.0,2657.600098,5815.029785,20271.9707
276,2024-10-12,2781,2436.5156703051,2488.2377132355,2434.2029396403,2476.5231023831,9372169184.29,298128956187.08,-0.3841462123778558,15.0,41.0,2657.600098,5815.029785,20271.9707
275,2024-10-13,2781,2476.5203273219,2484.1294447571,2436.9696173085,2467.6769628969,9189490605.0,297063838454.29,-0.3841462123778558,15.0,42.0,2657.600098,5815.029785,20271.9707
274,2024-10-14,2781,2467.6474313979,2652.8817453672,2443.5529174965,2628.8998971244,21434687898.33,316494185326.93,-0.0550093382222434,30.0,42.0,2647.800049,5859.850098,20439.05078
273,2024-10-15,2781,2629.0175720004,2685.1667611805,2537.9410329462,2606.02186875,22003780897.77,313726776301.04,0.2681557536125183,21.0,42.0,2661.399902,5815.259766,20159.83008
272,2024-10-16,2781,2606.0195226844,2644.8542423975,2589.6068255401,2611.1020157232,17012396419.08,314351487270.67,-0.0287367568974394,16.0,42.0,2674.0,5842.470215,20174.05078
271,2024-10-17,2781,2611.1920375727,2646.8740183401,2577.3060217227,2604.2734748503,15150712320.87,313586736922.14,-0.0287367568974394,16.0,42.0,2691.0,5841.470215,20190.41992
270,2024-10-18,2781,2604.8144068044,2674.3717759163,2595.9589308784,2641.5522859586,17043738651.75,318003484108.08,-0.0287367568974394,16.0,42.0,2713.699951,5864.669922,20324.03906
269,2024-10-19,2781,2641.4882327401,2661.872732448,2631.6570993484,2648.6568927929,8557834552.93,318866879265.93,-0.313389408091704,16.0,42.0,2713.699951,5864.669922,20324.03906
268,2024-10-20,2781,2648.6656691776,2756.4367713382,2635.9458754274,2746.3639932057,14559296241.72,330626349790.61,0.4684126237948576,25.0,41.0,2713.699951,5864.669922,20324.03906
267,2024-10-21,2781,2746.3057102064,2765.5496235458,2655.2945080624,2665.7120469235,17328615363.41,320921385864.17,0.0,4.0,41.0,2723.100098,5853.97998,20361.4707
266,2024-10-22,2781,2665.6567539956,2669.7901535752,2605.6186916254,2620.1975773667,15541911074.4,315453342196.71,0.0,1.0,41.0,2744.199951,5851.200195,20390.46094
265,2024-10-23,2781,2620.0886610189,2624.4503690539,2457.1699746625,2509.0987847857,17876984551.04,302085664355.14,0.0,1.0,41.0,2714.399902,5797.419922,20066.96094
264,2024-10-24,2781,2523.6068343113,2559.1513554456,2506.7228925708,2534.4986484849,16128627601.19,305137760029.45,0.0,1.0,41.0,2734.899902,5809.859863,20232.86914
263,2024-10-25,2781,2534.4548116328,2563.7340241729,2381.4507148571,2435.933985809,22560233078.41,293518382118.52,-0.2181799540648589,17.0,41.0,2740.899902,5808.120117,20352.01953
262,2024-10-26,2781,2436.049942212,2503.2303974218,2427.4613090823,2479.6032088937,13597102184.02,298582572244.1,0.0329241838626209,16.0,41.0,2740.899902,5808.120117,20352.01953
261,2024-10-27,2781,2479.9371199692,2523.1713378215,2462.2719378473,2505.9406635993,9801434565.59,301718318124.05,0.2843907849286587,14.0,48.0,2740.899902,5808.120117,20352.01953
260,2024-10-28,2781,2505.590509344,2587.4301416977,2470.2683395942,2565.348032837,18971841402.4,308910133818.98,0.0,18.0,48.0,2742.899902,5823.52002,20351.07031
259,2024-10-29,2781,2565.4178485445,2680.0545304632,2560.1538265,2637.9575809217,22185845094.5,317584552994.5,0.0,18.0,48.0,2768.399902,5832.919922,20550.65039
258,2024-10-30,2781,2637.6401079489,2720.2714362284,2600.6096572045,2657.3725569813,22382690746.47,319945168855.15,0.009633303312903,16.0,48.0,2788.5,5813.669922,20387.69922
257,2024-10-31,2781,2657.2132100778,2667.5594816535,2501.5723457194,2515.7992216016,19760409505.25,302929791025.99,0.009633303312903,16.0,48.0,2738.300049,5705.450195,19890.41992
256,2024-11-01,2781,2515.8702640669,2583.7771451103,2467.8193230813,2511.8855479732,20215438327.89,302492946793.14,0.009633303312903,16.0,48.0,2738.600098,5728.799805,20033.14063
255,2024-11-02,2781,2512.2082038373,2522.3605828229,2471.9555451679,2491.0685912815,9639457439.24,299954702149.0,0.009633303312903,16.0,48.0,2738.600098,5728.799805,20033.14063
254,2024-11-03,2781,2491.0943673784,2495.4365628974,2411.3983237824,2456.4251725634,15667779705.57,295745463222.83,0.009633303312903,16.0,67.0,2738.600098,5728.799805,20033.14063
253,2024-11-04,2781,2456.0951882475,2488.3503928129,2359.5780299046,2397.026458485,17110200696.29,288639365529.67,0.0029845487686895,12.0,67.0,2736.100098,5712.689941,19963.59961
252,2024-11-05,2781,2397.0364205006,2478.6189302467,2380.6012748639,2422.6507300945,17894057485.17,291714903910.34,0.0,2.0,67.0,2740.300049,5782.759766,20227.46094
251,2024-11-06,2781,2422.5393860029,2743.9642326582,2421.8130583595,2724.1691663972,41887574364.09,328022073762.27,0.0,2.0,67.0,2667.600098,5929.040039,20781.33008
250,2024-11-07,2781,2724.0058384449,2918.7444858127,2701.5909321571,2895.5854943256,35352318437.59,348685832425.45,0.340836945226637,15.0,67.0,2698.399902,5973.100098,21101.57031
249,2024-11-08,2781,2895.5978094675,2983.7447713135,2889.4843938386,2962.2967416903,32303261100.85,356779686685.18,0.340836945226637,15.0,67.0,2687.5,5995.540039,21117.17969
248,2024-11-09,2781,2962.7908945422,3156.3661442997,2957.1822576014,3131.1444628132,29210133087.6,377056622939.92,0.340836945226637,15.0,67.0,2687.5,5995.540039,21117.17969
247,2024-11-10,2781,3130.7291719266,3249.913956614,3073.248690039,3191.3313560604,47418730186.93,384275074912.41,0.029130411696441,58.0,100.0,2687.5,5995.540039,21117.17969
246,2024-11-11,2781,3191.6569470349,3389.5293595573,3109.7694993181,3374.8128836903,55417771667.84,406448988243.95,0.3442866174889723,36.0,100.0,2611.199951,6001.350098,21106.58984
245,2024-11-12,2781,3375.1548706722,3444.1539951509,3211.1985553307,3246.2572583493,56686078065.75,390719959236.5,0.0,2.0,100.0,2600.0,5983.990234,21070.78906
244,2024-11-13,2781,3244.5432200787,3337.877273168,3121.6660809664,3192.5960434937,52010205682.0,384453907190.92,-0.4676908458779585,12.0,100.0,2580.800049,5985.379883,21036.16016
243,2024-11-14,2781,3192.5204126261,3240.2707853284,3032.9719511049,3058.9487687218,35743352141.2,368632337376.89,-0.3268048489674988,18.0,100.0,2568.199951,5949.169922,20896.66992
242,2024-11-15,2781,3059.526084759,3130.7038852765,3016.1441490148,3103.0404086342,32701369871.66,373674738953.77,-0.0402893501779307,13.0,100.0,2565.699951,5870.620117,20394.13086
241,2024-11-16,2781,3089.7398945639,3218.0896218805,3073.2862872586,3133.2738277678,26650658846.15,377316858272.14,0.3048394479643759,17.0,100.0,2565.699951,5870.620117,20394.13086
240,2024-11-17,2781,3133.3065969656,3160.1525814492,3039.2467181891,3075.6615116228,28348163224.27,370386258448.72,-0.0908720046706833,29.0,85.0,2565.699951,5870.620117,20394.13086
239,2024-11-18,2781,3075.7228270916,3225.1305112502,3052.4911115481,3207.8563404704,35445557613.31,386267533049.21,0.0070278733219514,20.0,85.0,2610.600098,5893.620117,20539.18945
238,2024-11-19,2781,3208.2503996211,3222.0043459424,3070.362752323,3111.3839903555,29823634431.84,374657156406.13,0.0,1.0,85.0,2627.100098,5916.97998,20684.58984
237,2024-11-20,2781,3111.1170572108,3159.9494664912,3032.6033243842,3072.1879396184,29785491216.06,369956294189.04,0.0,1.0,85.0,2648.199951,5917.109863,20667.09961
236,2024-11-21,2781,3072.0552366375,3388.5429453924,3035.8466188758,3361.0539269185,51619069348.12,404653397390.4,-0.5103204804133639,15.0,85.0,2672.100098,5948.709961,20740.7793
235,2024-11-22,2781,3360.6542356249,3428.4605135781,3262.8088826144,3331.6008755241,36775716441.96,401224717876.38,-0.0033672722046422,58.0,85.0,2709.899902,5969.339844,20776.23047
234,2024-11-23,2781,3331.6455885381,3499.3708467621,3317.6548142185,3396.2234332679,38835184688.02,409133045671.26,0.5118116948165392,6.0,85.0,2709.899902,5969.339844,20776.23047
233,2024-11-24,2781,3396.9994079033,3451.8022197523,3288.430912048,3363.6598928297,27901454184.8,405047057925.8,0.0075743224197651,23.0,80.0,2709.899902,5969.339844,20776.23047
232,2024-11-25,2781,3364.6014561404,3545.2788865761,3304.0939850256,3413.5439002968,51544793987.91,411101919290.95,0.049978618979374,80.0,80.0,2616.800049,5987.370117,20804.89063
231,2024-11-26,2781,3412.9508397174,3461.2930219499,3255.5430118377,3326.5174096597,39902959158.05,400566430408.33,0.0010294054493759,20.0,80.0,2620.300049,6021.629883,20922.90039
230,2024-11-27,2781,3326.0290807203,3687.0090251656,3303.5679910236,3657.2493022443,43383987190.82,440385217848.8,-0.1978614913656356,43.0,80.0,2639.899902,5998.740234,20744.49023
229,2024-11-28,2781,3656.6097047787,3664.878239519,3531.8707020211,3579.8114770371,32362724275.81,431151815286.66,0.0070101684153566,37.0,80.0,2639.899902,5998.740234,20744.49023
228,2024-11-29,2781,3579.9107189196,3647.2644731384,3538.4467679694,3593.494300141,27622629485.66,432805738725.22,0.0297770280587045,38.0,80.0,2657.0,6032.379883,20930.36914
227,2024-11-30,2781,3593.5982602218,3739.9347559685,3572.2540900977,3705.7052015214,30670867436.45,446423440647.99,-0.0104389673744151,23.0,80.0,2657.0,6032.379883,20930.36914
226,2024-12-01,2781,3706.619786368,3747.4552142022,3663.2340394129,3711.165095551,28018113529.8,446895881158.96,0.4688474198358249,40.0,98.0,2657.0,6032.379883,20930.36914
225,2024-12-02,2781,3710.4953435232,3761.3429430885,3557.2522505385,3644.1985794337,47284967569.82,438860633632.04,-0.0835612464924247,47.0,98.0,2634.899902,6047.149902,21164.59961
224,2024-12-03,2781,3643.7421522686,3670.2197799715,3504.2263793216,3620.7116867755,36839829741.64,436004938717.16,0.0,17.0,98.0,2644.699951,6049.879883,21229.32031
223,2024-12-04,2781,3620.0375778107,3895.1744071051,3617.7446808466,3841.3311664084,56799745752.06,462598955634.59,0.1660069811330105,32.0,98.0,2653.800049,6086.490234,21492.35938
222,2024-12-05,2781,3840.8445026121,3956.541482461,3683.4209601685,3811.0082524796,60568296605.67,459336928076.23,0.038863038004135,20.0,98.0,2626.600098,6075.109863,21425.2207
221,2024-12-06,2781,3792.2084820114,4093.1720244462,3782.6814245429,4005.8105426655,52853668565.95,482494371897.87,0.4133649905131387,35.0,98.0,2638.600098,6090.27002,21622.25
220,2024-12-07,2781,4006.0286890555,4029.4528231171,3974.1762250404,4002.6927008413,22574636760.61,482089799825.52,0.0053847746871342,52.0,98.0,2638.600098,6090.27002,21622.25
219,2024-12-08,2781,4007.6905823719,4018.0001203804,3927.8539324031,4005.7045763055,20943378971.28,482509552464.54,0.0543667213437525,59.0,84.0,2638.600098,6090.27002,21622.25
218,2024-12-09,2781,4006.1016852571,4008.7778541551,3525.2328756725,3718.6904564265,57029832059.49,447935758707.97,-0.1852638721466064,4.0,84.0,2664.899902,6052.850098,21440.82031
217,2024-12-10,2781,3719.0004768885,3780.7535212259,3520.365192653,3631.8336303022,58416417598.82,437368903366.71,0.0,31.0,84.0,2697.600098,6034.910156,21368.17969
216,2024-12-11,2781,3631.2761697041,3850.7654484998,3567.5664956564,3832.8220476388,35968053195.9,461685919219.58,-0.0020216318214831,32.0,84.0,2733.800049,6084.189941,21763.98047
215,2024-12-12,2781,3833.1720215177,3987.0058885982,3800.0907951391,3883.1015001391,42971675763.7,467692843996.45,-0.3185322713412065,17.0,84.0,2687.5,6051.25,21615.26953
214,2024-12-13,2781,3883.0301431214,3967.3951503651,3855.023599017,3911.2052321329,34895127658.57,471045270785.6,-0.3185322713412065,17.0,84.0,2656.0,6051.089844,21780.25
213,2024-12-14,2781,3910.8478009605,3943.2781932384,3826.7620258968,3868.4052222836,28756190558.96,465941733951.17,0.5487897490903296,51.0,84.0,2656.0,6051.089844,21780.25
212,2024-12-15,2781,3868.441067495,3971.4980143827,3832.0965667527,3951.9411400849,25069616984.25,475970706984.17,-0.0323977816902544,52.0,82.0,2656.0,6051.089844,21780.25
