,date,name,open,high,low,close,volume,marketCap,daily_weighted_sentiment,comment_volume,BTC_trends,gold_spot,gspc_spot,ndx_spot
350,2024-07-30,2781,66819.0526575841,66987.6723080417,65323.1919785809,66201.0162264011,31380492109.35,1306384437839.03,-0.0452737522661016,36.0,34.0,2405.0,5436.439941,18796.26953
349,2024-07-31,2781,66201.2710774696,66810.2126924941,64532.0462977066,64619.2496492185,31292785993.69,1275323104043.98,-0.0747366091784308,13.0,34.0,2426.5,5522.299805,19362.42969
348,2024-08-01,2781,64625.8404447144,65593.244771184,62248.9399911026,65357.5015625505,40975554493.51,1289712080281.71,0.0008497148986876,36.0,34.0,2435.0,5446.680176,18890.39063
347,2024-08-02,2781,65353.4984738177,65523.2235707569,61184.8931977399,61415.0645726852,43060875727.45,1212008164272.18,-0.0756594691165657,9.0,34.0,2425.699951,5346.560059,18440.84961
346,2024-08-03,2781,61414.8084938627,62148.3717618854,59836.5273716364,60680.0946987796,31753030589.34,1197456370706.16,-0.3751998669624328,16.0,34.0,2425.699951,5346.560059,18440.84961
345,2024-08-04,2781,60676.0941770946,61062.9895543501,57210.8033286504,58116.9769610403,31758917219.16,1146844860380.54,-0.20434057861786,38.0,52.0,2425.699951,5346.560059,18440.84961
344,2024-08-05,2781,58110.2984557763,58268.8274088694,49121.2373775943,53991.4577965042,108991085584.42,1065580794793.2,-0.0686340145036286,7.0,52.0,2401.699951,5186.330078,17895.16016
343,2024-08-06,2781,53991.3475883934,57059.9186167572,53973.2722755542,56034.3165914605,49300484106.29,1106050307069.4,-0.0688672696842866,6.0,52.0,2389.100098,5240.029785,18077.91992
342,2024-08-07,2781,56040.6321232278,57726.8810517744,54620.5095211427,55027.4606917867,41637562184.67,1086125591738.96,0.0075918079158406,15.0,52.0,2390.5,5199.5,17867.36914
341,2024-08-08,2781,55030.0290256907,62673.7639765565,54766.7284231449,61710.1375644501,45298472566.63,1218352191431.14,-0.0287207056427262,28.0,52.0,2422.199951,5319.310059,18413.82031
340,2024-08-09,2781,61728.2089798276,61751.8644407637,59587.8597904934,60880.1122032153,33425553115.27,1201660191806.74,-0.7899269304777446,2.0,52.0,2432.100098,5344.160156,18513.09961
339,2024-08-10,2781,60881.2294781478,61464.5116528916,60287.5665321098,60945.8131361053,15745822278.31,1202940345184.08,-0.7899269304777446,2.0,52.0,2432.100098,5344.160156,18513.09961
338,2024-08-11,2781,60944.8925563279,61778.6603733988,58348.8233421261,58719.483169327,22759754812.06,1159042118919.04,-0.7899269304777446,2.0,33.0,2432.100098,5344.160156,18513.09961
337,2024-08-12,2781,58719.3952192515,60680.3308127436,57688.8977269543,59354.5137212797,37078637820.19,1171638477214.27,-0.5230650832863892,21.0,33.0,2462.399902,5344.390137,18542.0293
336,2024-08-13,2781,59356.2077843983,61572.3969722555,58506.2533734494,60609.5669845367,30327698167.09,1196435943982.72,-0.0302419724135563,9.0,33.0,2466.699951,5434.430176,19006.42969
335,2024-08-14,2781,60611.0500484466,61687.756592205,58472.8741300951,58737.2706270019,29961696179.78,1159393319243.89,0.0,4.0,33.0,2439.399902,5455.209961,19022.67969
334,2024-08-15,2781,58733.2629876225,59838.6486731405,56161.5928697264,57560.0976318307,35682112440.15,1136267308779.81,-0.0091090476371367,24.0,33.0,2453.100098,5543.220215,19490.15039
333,2024-08-16,2781,57560.2733013763,59847.3583466111,57110.0193186318,58894.1041602173,29350938673.14,1162612186428.42,-0.187543511390686,4.0,33.0,2498.600098,5554.25,19508.51953
332,2024-08-17,2781,58893.530843348,59694.6689280267,58814.8313263298,59478.9710471953,13589684021.38,1173983398000.89,-0.0069807591178851,10.0,33.0,2498.600098,5554.25,19508.51953
331,2024-08-18,2781,59468.1314945541,60262.7170016644,58445.4017198721,58483.9649819015,17740625837.21,1154518920582.08,-0.0284751627756201,15.0,32.0,2498.600098,5554.25,19508.51953
330,2024-08-19,2781,58480.7127277463,59612.6612546717,57864.7095096926,59493.4524821881,25911207712.1,1174536992004.58,0.0,3.0,32.0,2501.800049,5608.25,19766.49023
329,2024-08-20,2781,59493.4519675227,61396.3281000012,58610.8833682436,59012.7911526577,31613400007.92,1165118855138.42,0.0,3.0,32.0,2511.300049,5597.120117,19719.82031
328,2024-08-21,2781,59014.9876262709,61834.3507771778,58823.4436141467,61175.192009918,32731154072.02,1207652524160.56,0.0,3.0,32.0,2508.399902,5620.850098,19824.83984
327,2024-08-22,2781,61168.315762736,61408.1075728165,59815.2549824794,60381.9124606776,27625734376.65,1192142090606.28,0.0,2.0,32.0,2478.899902,5570.640137,19491.83984
326,2024-08-23,2781,60380.9528602663,64947.0617611003,60372.0499574361,64094.3572066269,42530509233.24,1265681609173.33,-0.1288548297752564,35.0,32.0,2508.399902,5634.609863,19720.86914
325,2024-08-24,2781,64103.8695897208,64513.7904970015,63619.9172143709,64178.9906500623,21430585163.21,1267143884943.4,0.0,8.0,32.0,2508.399902,5634.609863,19720.86914
324,2024-08-25,2781,64176.3670669592,64996.4201037902,63833.5188951835,64333.5441834656,18827683555.12,1270273035259.48,0.0,8.0,30.0,2508.399902,5634.609863,19720.86914
323,2024-08-26,2781,64342.2254421225,64489.7063803201,62849.5598236226,62880.6586542698,27682040631.48,1241593608804.03,-0.3739242553710937,4.0,30.0,2517.699951,5616.839844,19516.43945
322,2024-08-27,2781,62879.7084021583,63207.5975871296,58116.751326202,59504.1326827134,39103882197.72,1175040861567.76,0.0,12.0,30.0,2516.0,5625.799805,19581.51953
321,2024-08-28,2781,59507.9246387341,60236.4480067382,57890.6769051017,59027.6265870301,40289564698.25,1165584605051.06,-0.3560398097562944,16.0,30.0,2501.0,5592.180176,19350.7793
320,2024-08-29,2781,59027.4683440286,61184.0806151523,58786.2269878956,59388.1808524122,32224990582.03,1172740960639.8,-0.5476887822151184,1.0,30.0,2525.699951,5591.959961,19325.44922
319,2024-08-30,2781,59388.6018804972,59896.8875637952,57768.5300577066,59119.4747770124,32292756404.79,1167450891056.22,-0.5476887822151184,1.0,30.0,2493.800049,5648.399902,19574.64063
318,2024-08-31,2781,59117.4795058185,59432.5919476527,58768.7839637053,58969.8983660431,12403470760.22,1164522862133.13,-0.0995203851565827,20.0,30.0,2493.800049,5648.399902,19574.64063
317,2024-09-01,2781,58969.7994536059,59062.0708116667,57217.8238628753,57325.4876891906,24592449996.84,1132107052433.14,0.0,5.0,31.0,2493.800049,5648.399902,19574.64063
316,2024-09-02,2781,57326.967287785,59403.0697934676,57136.0264168139,59112.4795055389,27036454524.41,1167274281774.19,-0.3043712178866068,3.0,31.0,2493.800049,5648.399902,19574.64063
315,2024-09-03,2781,59106.1912871102,59815.056946191,57425.1673117413,57431.0229886572,26666961052.67,1134203956918.77,0.0,1.0,31.0,2489.899902,5528.930176,18958.74023
314,2024-09-04,2781,57430.3485733917,58511.5693214577,55673.162833355,57971.5408166853,35627680311.93,1144922067905.65,-0.1984336078166961,2.0,31.0,2493.399902,5520.069824,18921.40039
313,2024-09-05,2781,57971.7033213181,58300.5810225774,55712.4540885557,56160.4872644568,31030280656.27,1109173176845.09,-0.0042406943959927,28.0,31.0,2511.399902,5503.410156,18930.33008
312,2024-09-06,2781,56160.189464975,56976.108907217,52598.6996623841,53948.7522426374,49361693566.14,1065529160549.42,0.0,4.0,31.0,2493.5,5408.419922,18421.31055
311,2024-09-07,2781,53949.0871537406,54838.1456716952,53740.0685364941,54139.6894492297,19061486526.14,1069483234366.22,0.2501073041418662,13.0,31.0,2493.5,5408.419922,18421.31055
310,2024-09-08,2781,54147.9325654123,55300.8596875448,53653.7592211144,54841.5663542288,18268287531.02,1083415774482.94,-0.1071250641887838,16.0,30.0,2493.5,5408.419922,18421.31055
309,2024-09-09,2781,54851.8873519906,58041.1248561564,54598.4337284331,57019.5347575706,34618096173.33,1126266856954.79,-0.0004821435675215,29.0,30.0,2501.800049,5471.049805,18660.7793
308,2024-09-10,2781,57020.0984145732,58029.9774360464,56419.4128526596,57648.7124094767,28857630506.88,1138738372572.7,0.0146084330849728,15.0,30.0,2512.300049,5495.52002,18829.14063
307,2024-09-11,2781,57650.2890706235,57991.3205126863,55567.3412852397,57343.1705364168,37049062671.53,1132692864304.88,0.0252677405898894,11.0,30.0,2512.100098,5554.129883,19237.30078
306,2024-09-12,2781,57343.1725885899,58534.3583794247,57330.1007544746,58127.010836944,33835707948.72,1148268024284.08,0.0341987641234146,7.0,30.0,2551.199951,5595.759766,19423.07031
305,2024-09-13,2781,58130.3224813667,60648.0242696995,57650.111670673,60571.2991585945,32490528355.5,1196466210707.58,-0.068791012524297,53.0,30.0,2581.300049,5626.02002,19514.58984
304,2024-09-14,2781,60569.1162343064,60656.7211280316,59517.8819333016,60005.1191557571,16428405496.29,1185265247315.9,-0.1020804624448516,43.0,30.0,2581.300049,5626.02002,19514.58984
303,2024-09-15,2781,60000.7283175086,60381.9166672998,58696.3094180022,59182.8353338828,18120960866.97,1169182849928.94,-0.0461736108575548,7.0,30.0,2581.300049,5626.02002,19514.58984
302,2024-09-16,2781,59185.22685956,59205.5103578251,57501.3391727673,58192.5068714421,32032822113.39,1149595000633.19,0.0,3.0,30.0,2580.399902,5633.089844,19423.06055
301,2024-09-17,2781,58192.5093438557,61316.0913839546,57628.0717661941,60308.5375947655,38075570117.66,1191434667557.74,0.0,3.0,30.0,2564.300049,5634.580078,19432.40039
300,2024-09-18,2781,60309.0018795135,61664.0673338615,59218.2524421004,61649.6787266514,40990702890.6,1217976155884.66,-0.4964593350887298,1.0,30.0,2570.699951,5618.259766,19344.49023
299,2024-09-19,2781,61651.1553381713,63872.4407220416,61609.8670214546,62940.456765714,42710252572.5,1243489914823.71,-0.1093508142691392,6.0,30.0,2588.0,5713.640137,19839.83008
298,2024-09-20,2781,62941.4275952191,64119.530359621,62364.6065332085,63192.975082876,35177164222.14,1248317992550.81,0.031314705312252,36.0,30.0,2619.899902,5702.549805,19791.49023
297,2024-09-21,2781,63184.3412676027,63543.3601232398,62783.1053795212,63394.838742556,14408616220.03,1252541488640.3,0.1089758106640407,10.0,30.0,2619.899902,5702.549805,19791.49023
296,2024-09-22,2781,63396.8035525073,63993.4231033969,62440.726268076,63648.7098902519,20183348802.13,1257434508161.25,0.2161192078339426,6.0,32.0,2619.899902,5702.549805,19791.49023
295,2024-09-23,2781,63643.1020803622,64733.5576683482,62628.0786641199,63329.802386615,31400285425.2,1251214895782.2,0.2998403956956952,27.0,32.0,2626.5,5718.569824,19852.19922
294,2024-09-24,2781,63326.8412511456,64695.2154668874,62737.4179011372,64301.9672659429,29938335243.03,1270523906052.13,0.208733311664522,32.0,32.0,2651.199951,5732.930176,19944.83984
293,2024-09-25,2781,64302.5912192468,64804.5031378147,62945.3765459511,63143.1459738721,25078377699.65,1247551422563.2,0.0,1.0,32.0,2659.199951,5722.259766,19972.60938
292,2024-09-26,2781,63138.5484837603,65790.7954495908,62669.2684494504,65181.0206972443,36873129847.33,1287929596336.16,0.56548169389063,19.0,32.0,2669.899902,5745.370117,20115.53906
291,2024-09-27,2781,65180.6651400747,66480.6947101072,64852.9910891431,65790.6616497344,32058813449.4,1300039501550.01,-0.2762421746003,30.0,32.0,2644.300049,5738.169922,20008.61914
290,2024-09-28,2781,65792.1819476094,66255.5318744588,65458.034501538,65887.6487821282,15243637983.9,1301977287120.42,-0.1000863375889313,49.0,32.0,2644.300049,5738.169922,20008.61914
289,2024-09-29,2781,65888.8952714385,66069.3458132303,65450.0143671644,65635.3081461486,14788214574.54,1296984728119.06,-0.063313786302294,23.0,29.0,2644.300049,5738.169922,20008.61914
288,2024-09-30,2781,65634.6601298628,65635.052877058,62873.615868433,63329.4981294766,37112957474.81,1251461875405.87,0.0,4.0,29.0,2636.100098,5762.47998,20060.68945
287,2024-10-01,2781,63335.603583719,64110.9819990323,60189.278696888,60837.009700736,50220923499.58,1202222321937.7,-0.0283352606224291,9.0,29.0,2667.300049,5708.75,19773.30078
286,2024-10-02,2781,60836.3246300866,62357.6867279553,59996.9473420048,60632.7862737945,40762722397.63,1198224649900.69,0.4219838785052712,22.0,29.0,2647.100098,5709.540039,19802.58984
285,2024-10-03,2781,60632.4862350431,61469.0371479302,59878.8034256844,60759.4013268768,36106447278.67,1200668382436.2,-0.2994435030008702,28.0,29.0,2657.100098,5699.939941,19793.33984
284,2024-10-04,2781,60754.6251257523,62465.9907584451,60459.9398173621,62067.4774474519,29585472513.07,1226647958541.08,-0.0241525636778937,15.0,29.0,2645.800049,5751.069824,20035.01953
283,2024-10-05,2781,62067.6104970553,62371.0236788776,61689.5811648998,62089.9484591443,13305410748.72,1227021845844.29,-0.0786140799522399,8.0,29.0,2645.800049,5751.069824,20035.01953
282,2024-10-06,2781,62084.9865006411,62959.5685406335,61833.1500428486,62818.9544761374,14776233666.91,1241559389621.88,-0.0010435743571182,16.0,28.0,2645.800049,5751.069824,20035.01953
281,2024-10-07,2781,62819.1093330048,64443.7064117964,62152.5517077403,62236.6593684009,34253562610.48,1229782194408.04,0.0,5.0,28.0,2644.800049,5695.939941,19800.74023
280,2024-10-08,2781,62221.6451487376,63174.3062001171,61843.5636611283,62131.9678544148,28134475156.91,1228037977784.51,0.0,5.0,28.0,2615.0,5751.129883,20107.7793
279,2024-10-09,2781,62131.7261033116,62508.8357368894,60314.6143862386,60582.1009695389,27670982363.46,1197429647366.86,-0.0347978913371286,22.0,28.0,2606.0,5792.040039,20268.85938
278,2024-10-10,2781,60581.9296868773,61236.7231707069,58895.2078078197,60274.4980637861,30452813570.16,1191400599851.04,-0.1799987669174488,15.0,28.0,2620.600098,5780.049805,20241.75977
277,2024-10-11,2781,60275.4608346571,63400.8698799473,60046.125828387,62445.0886070974,30327141594.18,1234303474603.03,0.0,12.0,28.0,2657.600098,5815.029785,20271.9707
276,2024-10-12,2781,62444.6174061501,63448.7832440021,62443.2713529987,63193.0230702875,16744110885.86,1249123856891.37,0.0,12.0,28.0,2657.600098,5815.029785,20271.9707
275,2024-10-13,2781,63192.9435754787,63272.6529630129,62035.6366902561,62851.3749169602,18177529689.88,1242341595990.99,0.0,1.0,29.0,2657.600098,5815.029785,20271.9707
274,2024-10-14,2781,62848.3994880925,66482.4943857198,62442.1539998429,66046.1280687548,43706958055.79,1305664072036.41,-0.301819037483801,32.0,29.0,2647.800049,5859.850098,20439.05078
273,2024-10-15,2781,66050.3687270292,67881.6795865567,64809.1969471504,67041.1071653338,48863870878.62,1325307318851.9,0.0698166891585948,5.0,29.0,2661.399902,5815.259766,20159.83008
272,2024-10-16,2781,67042.4618218177,68375.2929488011,66758.7255092654,67612.7207776042,38195189533.82,1336696892492.18,-0.3720542363657241,21.0,29.0,2674.0,5842.470215,20174.05078
271,2024-10-17,2781,67617.0795713375,67912.2076398065,66647.391211274,67399.8334924398,32790898510.76,1332816990035.49,0.0,2.0,29.0,2691.0,5841.470215,20190.41992
270,2024-10-18,2781,67419.1087252549,68969.7469240407,67177.818198958,68418.7890489052,36857165014.36,1352611490621.36,0.273361759704526,20.0,29.0,2713.699951,5864.669922,20324.03906
269,2024-10-19,2781,68418.9766619904,68668.0058104846,68024.6382348537,68362.7331098485,14443497907.64,1351535266982.96,0.0,18.0,29.0,2713.699951,5864.669922,20324.03906
268,2024-10-20,2781,68364.1784603044,69359.0070607416,68105.7205055133,69001.7066212849,18975847518.28,1364212669154.26,-0.146856531030361,31.0,28.0,2713.699951,5864.669922,20324.03906
267,2024-10-21,2781,69002.0001468977,69462.7367822244,66829.8534677336,67367.8525561409,37498611780.2,1331798086167.27,-0.4354057403711172,5.0,28.0,2723.100098,5853.97998,20361.4707
266,2024-10-22,2781,67360.7027255461,67801.5769977652,66581.3679788567,67361.4026645272,31808472565.82,1331842439476.36,-0.2938960864231711,13.0,28.0,2744.199951,5851.200195,20390.46094
265,2024-10-23,2781,67362.3744214737,67402.744623551,65188.0352924195,66432.1982471759,32263980353.23,1313495275869.46,0.0,3.0,28.0,2714.399902,5797.419922,20066.96094
264,2024-10-24,2781,66653.7041571813,68798.9619867211,66454.0995567515,68161.053337619,31414428647.2,1347797865139.47,0.0,3.0,28.0,2734.899902,5809.859863,20232.86914
263,2024-10-25,2781,68165.2973724389,68722.1594927425,65521.7934506881,66642.4107304263,41469984305.66,1317385748797.48,0.1459753952528301,12.0,28.0,2740.899902,5808.120117,20352.01953
262,2024-10-26,2781,66628.7370038706,67317.9181596119,66360.5955044004,67014.6977283094,19588098156.32,1325286022321.48,0.0,1.0,28.0,2740.899902,5808.120117,20352.01953
261,2024-10-27,2781,67023.4794186223,68221.3147408775,66847.223099558,67929.298795622,16721307878.1,1343230761707.59,-0.2303181117508257,16.0,38.0,2740.899902,5808.120117,20352.01953
260,2024-10-28,2781,67922.6742726804,70212.2690406726,67535.1310128429,69907.7546738921,38799856657.22,1382358128595.11,0.0,3.0,38.0,2742.899902,5823.52002,20351.07031
259,2024-10-29,2781,69910.0453659464,73577.2096582116,69729.9178301829,72720.4935748749,58541874401.85,1437942445619.61,-0.1177159785971446,102.0,38.0,2768.399902,5832.919922,20550.65039
258,2024-10-30,2781,72715.366485431,72905.2985200754,71411.7350339885,72339.5421808449,40646637831.37,1430461157910.81,-0.0747557946613856,20.0,38.0,2788.5,5813.669922,20387.69922
257,2024-10-31,2781,72335.0440826332,72662.3097987825,69590.5028708254,70215.1856325839,40627912076.23,1388607599014.43,-0.4564944188147132,22.0,38.0,2738.300049,5705.450195,19890.41992
256,2024-11-01,2781,70216.8969678825,71559.0165698806,68779.7003414485,69482.4698507967,49989795365.09,1374187711280.88,0.0,9.0,38.0,2738.600098,5728.799805,20033.14063
255,2024-11-02,2781,69486.0239046236,69867.3518537627,69033.7222580968,69289.276665623,18184612091.32,1370468034065.75,0.0,3.0,38.0,2738.600098,5728.799805,20033.14063
254,2024-11-03,2781,69296.3820562098,69361.6580037475,67482.5254366951,68741.1154919735,34868307655.18,1359535744745.29,0.0,3.0,56.0,2738.600098,5728.799805,20033.14063
253,2024-11-04,2781,68742.1346678016,69433.1764178494,66803.649995796,67811.5091418451,41184819348.33,1341156657449.22,-0.3259128081714141,41.0,56.0,2736.100098,5712.689941,19963.59961
252,2024-11-05,2781,67811.1743325914,70522.7868214104,67458.8696770123,69359.5661661779,46046889204.13,1371788058010.5,-0.0508979769314036,14.0,56.0,2740.300049,5782.759766,20227.46094
251,2024-11-06,2781,69358.5019894605,76460.1533724237,69322.0318962876,75639.0779464884,118592653963.0,1496003893299.42,0.0886303351960753,43.0,56.0,2667.600098,5929.040039,20781.33008
250,2024-11-07,2781,75637.0849735144,76943.1180221876,74480.4193106694,75904.8584618969,63467654989.4,1501297989024.83,-0.0195414955563404,47.0,56.0,2698.399902,5973.100098,21101.57031
249,2024-11-08,2781,75902.832566501,77252.7476648638,75648.741198608,76545.4766431325,55176858002.62,1514255354916.4,0.6230876457511619,19.0,56.0,2687.5,5995.540039,21117.17969
248,2024-11-09,2781,76556.1911313233,76932.7639895921,75773.788516772,76778.8677516165,29009480361.15,1518690764416.78,0.0087202248119172,14.0,56.0,2687.5,5995.540039,21117.17969
247,2024-11-10,2781,76775.5438015685,81474.4238878783,76565.429933246,80474.185602194,82570594494.54,1591750610705.99,-0.0144396610587559,70.0,100.0,2687.5,5995.540039,21117.17969
246,2024-11-11,2781,80471.4131920498,89604.4978355824,80283.2476219227,88701.488084206,117966845037.02,1754682553469.65,-0.0539381985213377,119.0,100.0,2611.199951,6001.350098,21106.58984
245,2024-11-12,2781,88705.5644865659,89956.882361506,85155.1115052484,87955.8098216397,133673285374.5,1739381625716.84,0.4113063820819745,38.0,100.0,2600.0,5983.990234,21070.78906
244,2024-11-13,2781,87929.9667732448,93434.3553403447,86256.9319678433,90584.1666733787,123559027868.7,1791737553113.66,0.0520736424362973,101.0,100.0,2580.800049,5985.379883,21036.16016
243,2024-11-14,2781,90574.8820553752,91765.221369439,86682.8158227338,87250.4312745932,87616705247.88,1727562262252.15,0.016910883742319,30.0,100.0,2568.199951,5949.169922,20896.66992
242,2024-11-15,2781,87284.1830981024,91868.744436111,87124.9008601843,91066.0069552759,78243109518.27,1801436194834.93,-0.0800527582264634,52.0,100.0,2565.699951,5870.620117,20394.13086
241,2024-11-16,2781,91064.3662256104,91763.9478843873,90094.2253690597,90558.4752358199,44333192813.6,1791535825197.71,-0.2464627927372912,27.0,100.0,2565.699951,5870.620117,20394.13086
240,2024-11-17,2781,90558.4631117088,91433.04050285,88741.6658321694,89845.8512088281,46350159305.48,1777526304284.46,0.0154002118110656,15.0,87.0,2565.699951,5870.620117,20394.13086
239,2024-11-18,2781,89843.7154789328,92596.7889194348,89393.5905739655,90542.6439962666,75535775084.26,1791255587562.26,-0.0064405727745591,36.0,87.0,2610.600098,5893.620117,20539.18945
238,2024-11-19,2781,90536.8115264555,94002.8701076919,90426.9853808707,92343.7920549007,74521048294.81,1826956673335.0,0.060384003365055,62.0,87.0,2627.100098,5916.97998,20684.58984
237,2024-11-20,2781,92341.8941573535,94902.0235761485,91619.4963973839,94339.4950270085,71730956426.31,1866427425875.83,-0.1310619248284233,7.0,87.0,2648.199951,5917.109863,20667.09961
236,2024-11-21,2781,94334.6432809324,99014.214912061,94132.6009666759,98504.7275898154,106024505581.86,1948797365352.85,-0.1211341920844364,104.0,87.0,2672.100098,5948.709961,20740.7793
235,2024-11-22,2781,98496.4294867186,99655.5010786335,97222.6670416634,98997.662080436,78473580550.87,1958954432126.85,0.0025932623129375,78.0,87.0,2709.899902,5969.339844,20776.23047
234,2024-11-23,2781,99006.7422747472,99014.6778634921,97232.893115107,97777.279763055,44414644676.69,1934627418210.28,-0.003893316056124,76.0,87.0,2709.899902,5969.339844,20776.23047
233,2024-11-24,2781,97778.0973586439,98647.1775807062,95788.0769955707,98013.8209078789,51712020622.89,1937919789263.12,-0.0210240828656704,20.0,67.0,2709.899902,5969.339844,20776.23047
232,2024-11-25,2781,98033.4427003163,98935.0318069042,92642.9148612771,93102.2952135852,80909462490.0,1842257290730.95,0.0045298941085542,36.0,67.0,2616.800049,5987.370117,20804.89063
231,2024-11-26,2781,93087.2799915931,94991.7499693653,90770.8150406524,91985.3168304103,91656519855.42,1820053564596.46,-0.1001652831236521,60.0,67.0,2620.300049,6021.629883,20922.90039
230,2024-11-27,2781,91978.1385818315,97361.1819357048,91778.6612119403,95962.5284193169,71133452438.22,1898774680758.02,-0.0898823508139989,28.0,67.0,2639.899902,5998.740234,20744.49023
229,2024-11-28,2781,95954.9448816703,96650.2037683052,94677.3542961871,95652.4651587091,52260008260.61,1892868519535.94,0.1401118212971487,78.0,67.0,2639.899902,5998.740234,20744.49023
228,2024-11-29,2781,95653.9525935763,98693.1681672557,95407.8863720956,97461.5237129843,54968682476.36,1928820661174.08,-0.4816206892621488,42.0,67.0,2657.0,6032.379883,20930.36914
227,2024-11-30,2781,97468.8124452958,97499.3424017154,96144.2198283204,96449.0558127732,31634227866.46,1908652965665.17,-0.0057776944581852,22.0,67.0,2657.0,6032.379883,20930.36914
226,2024-12-01,2781,96461.3368002386,97888.1272696056,95770.1844650506,97279.7929223558,36590695296.24,1924784957143.68,-0.0031987072266254,36.0,80.0,2657.0,6032.379883,20930.36914
225,2024-12-02,2781,97276.0101170567,98152.5982470177,94482.8633434321,95865.3016323752,72680784305.11,1896994040043.38,-0.3081174105452593,41.0,80.0,2634.899902,6047.149902,21164.59961
224,2024-12-03,2781,95854.5974342939,96297.2000609749,93629.5598937809,96002.162144032,67067810961.23,1899532461067.09,-0.1499702797995673,19.0,80.0,2644.699951,6049.879883,21229.32031
223,2024-12-04,2781,95988.5287123714,99207.3250728128,94660.5232511768,98768.5275553455,77199817111.98,1954156097012.25,-0.003689858889634,60.0,80.0,2653.800049,6086.490234,21492.35938
222,2024-12-05,2781,98741.5393815507,103900.4721472336,91998.781701436,96593.5722722098,149218945579.65,1911777565577.02,0.1586945499448225,168.0,80.0,2626.600098,6075.109863,21425.2207
221,2024-12-06,2781,97074.2248322286,102039.8817958907,96514.8760817966,99920.7147303285,94534772657.92,1977630964720.96,0.2974894022393394,67.0,80.0,2638.600098,6090.27002,21622.25
220,2024-12-07,2781,99916.7144638641,100563.3797510387,99030.8864921902,99923.3366192646,44177510896.8,1977521445640.32,-0.0218505860679259,67.0,80.0,2638.600098,6090.27002,21622.25
219,2024-12-08,2781,99921.9167967171,101399.9887089246,98771.5141679393,101236.0131403532,44125751925.28,2003538950158.15,0.0,18.0,62.0,2638.600098,6090.27002,21622.25
218,2024-12-09,2781,101237.0615213342,101272.5042134275,94355.9110419722,97432.7212603679,110676473908.41,1928513648652.0,-0.243691971830234,63.0,62.0,2664.899902,6052.850098,21440.82031
217,2024-12-10,2781,97441.2344664559,98270.1527701471,94321.25879199,96675.4335399369,104823780633.61,1913235117589.06,-0.0139145935839475,75.0,62.0,2697.600098,6034.910156,21368.17969
216,2024-12-11,2781,96656.0616181213,101913.3624657153,95747.2288650111,101173.0326451109,85391409935.84,2002682634623.17,0.0759915936301255,52.0,62.0,2733.800049,6084.189941,21763.98047
215,2024-12-12,2781,101167.8070043369,102524.9102753456,99339.9499287061,100042.9979150116,72073983532.97,1980440555379.36,-0.3192306489420097,21.0,62.0,2687.5,6051.25,21615.26953
214,2024-12-13,2781,100046.6505381214,101888.8084089508,99233.2780486758,101459.2544012685,56894751583.19,2008423637064.33,0.1597917992680642,56.0,62.0,2656.0,6051.089844,21780.25
213,2024-12-14,2781,101451.4399501803,102618.8845754313,100634.0575481614,101372.9660786534,40422968793.07,2006808502978.48,0.0654794841668938,37.0,62.0,2656.0,6051.089844,21780.25
212,2024-12-15,2781,101373.5329606796,105047.5418842031,101227.0277929951,104298.6957979219,51145914137.43,2065144333081.26,8.189563989187782e-05,100.0,70.0,2656.0,6051.089844,21780.25
