,date,name,open,high,low,close,volume,marketCap,daily_weighted_sentiment,comment_volume,XRP_trends,gold_spot,gspc_spot,ndx_spot
207,2024-12-20,2781,2.2488820598,2.3461282081,1.9695470042,2.2768859082,26858734292.3,130357944215.39,-0.0601991608147359,39.0,51.0,2628.699951,5930.850098,21289.15039
206,2024-12-21,2781,2.2768999867,2.3815900281,2.2037529801,2.2381123953,14987697761.72,128119020133.34,-0.0019112796372688,20.0,51.0,2628.699951,5930.850098,21289.15039
205,2024-12-22,2781,2.2377937685,2.2909213825,2.1670875512,2.1993315893,11275662704.83,125923128093.43,0.0,30.0,38.0,2628.699951,5930.850098,21289.15039
204,2024-12-23,2781,2.1994391704,2.2684517766,2.1352617462,2.2572624941,10144129668.05,129234842661.84,-0.0083866139275843,38.0,38.0,2612.300049,5974.069824,21503.16992
203,2024-12-24,2781,2.2572833079,2.3461924073,2.2144898799,2.3246243465,5976090472.17,133090815327.25,0.5626079752331689,12.0,38.0,2620.0,6040.040039,21797.65039
202,2024-12-25,2781,2.3246337419,2.3278114548,2.2637639968,2.2959703158,3967858676.65,131445476912.91,-0.1476013644821896,33.0,38.0,2620.0,6040.040039,21797.65039
201,2024-12-26,2781,2.2958954012,2.3119794187,2.1341146812,2.1543387918,5466927247.28,123680579861.7,0.0,5.0,38.0,2638.800049,6037.589844,21768.31055
200,2024-12-27,2781,2.1543300948,2.2313156061,2.1235104846,2.1416502486,5426840158.93,122953566138.72,0.0,14.0,38.0,2617.199951,5970.839844,21473.01953
199,2024-12-28,2781,2.1416666068,2.1994918673,2.1350058235,2.1808244997,2759395789.43,125202117997.73,-0.1094878779517279,11.0,38.0,2617.199951,5970.839844,21473.01953
198,2024-12-29,2781,2.1808330058,2.1928132921,2.0719509383,2.0931804832,3053146361.92,120170454381.05,-0.0311614922855211,16.0,39.0,2617.199951,5970.839844,21473.01953
197,2024-12-30,2781,2.0931889766,2.1431894728,2.0002308153,2.0575710817,6671570513.41,118124149020.16,-0.0113333187241485,18.0,39.0,2606.100098,5906.939941,21197.08984
196,2024-12-31,2781,2.0575454081,2.1409735782,2.0141318939,2.0801277081,4725443243.95,119420209569.32,-0.0390659191898096,22.0,39.0,2629.199951,5881.629883,21012.16992
195,2025-01-01,2781,2.0801208378,2.3467729203,2.0791510739,2.3223408545,7677226237.08,133329996332.97,0.0954741770099397,41.0,39.0,2629.199951,5881.629883,21012.16992
194,2025-01-02,2781,2.322408449,2.4355016568,2.3223945799,2.4033699474,8345904441.73,137978311890.63,-0.0444277888163924,16.0,39.0,2658.899902,5868.549805,20975.61914
193,2025-01-03,2781,2.4033751303,2.4745522709,2.3971325192,2.4528959285,5804528036.25,140821382266.77,0.1776119469240121,32.0,39.0,2645.0,5942.470215,21326.16016
192,2025-01-04,2781,2.4528971497,2.5043844534,2.4067141335,2.4195954791,4395986073.34,138908619468.84,0.2741798545450515,42.0,39.0,2645.0,5942.470215,21326.16016
191,2025-01-05,2781,2.4195796922,2.4255450194,2.3343607535,2.3997270927,4125625773.45,137768791538.76,-0.0116025957210761,35.0,41.0,2645.0,5942.470215,21326.16016
190,2025-01-06,2781,2.3997256002,2.4552514009,2.3763853168,2.4188066546,4383804465.99,138957427925.63,0.0021459159269854,42.0,41.0,2638.399902,5975.379883,21559.5
189,2025-01-07,2781,2.4187942071,2.4605668617,2.2659063511,2.2723500806,7375576965.86,130544949031.21,0.1912747538511074,36.0,41.0,2656.699951,5909.029785,21173.03906
188,2025-01-08,2781,2.2723604718,2.3951567878,2.2129286381,2.3753049817,8537147722.99,136459167667.25,-0.2432394260629061,66.0,41.0,2664.5,5918.25,21180.9707
187,2025-01-09,2781,2.3753076693,2.3893502899,2.2393895364,2.2752115624,6033281189.05,130706166819.3,-0.0356422629517535,68.0,41.0,2683.800049,5918.25,21180.9707
186,2025-01-10,2781,2.275166746,2.3639347245,2.2559065472,2.3432518818,5315424124.83,134720520185.87,0.0,13.0,41.0,2708.5,5827.040039,20847.58008
185,2025-01-11,2781,2.3432459246,2.5923893792,2.3286180385,2.5767701886,7962865928.38,148147640818.67,-0.0017146654063962,57.0,41.0,2708.5,5827.040039,20847.58008
184,2025-01-12,2781,2.5767890082,2.5779187999,2.4730032108,2.5063144298,5572029190.22,144099223181.94,0.0073540815106638,39.0,73.0,2708.5,5827.040039,20847.58008
183,2025-01-13,2781,2.5063733201,2.5590317239,2.3397669917,2.5229348239,10540895915.47,145048883932.18,0.009378076821077,42.0,73.0,2673.5,5836.220215,20784.7207
182,2025-01-14,2781,2.5228911355,2.6874170036,2.5161875276,2.6691329311,8454377084.92,153458727146.6,0.0,6.0,73.0,2677.5,5842.910156,20757.41016
181,2025-01-15,2781,2.6691667794,3.1775262546,2.6556680561,3.1550581635,22195175229.8,181413267520.05,0.157631448675321,187.0,73.0,2712.5,5949.910156,21237.84961
180,2025-01-16,2781,3.1553908729,3.3880709979,2.9380164427,3.2455401052,26379764731.06,186815065080.46,-0.0001442395958105,133.0,73.0,2746.399902,5937.339844,21091.25
179,2025-01-17,2781,3.2453205298,3.3430152621,3.1815827362,3.298634919,13511699686.0,189885961094.07,0.0329785049496114,128.0,73.0,2744.300049,5996.660156,21441.16016
178,2025-01-18,2781,3.2986676294,3.2986676294,3.0726841131,3.274018868,11851170238.18,188465002183.52,-0.0288433971192441,73.0,73.0,2744.300049,5996.660156,21441.16016
177,2025-01-19,2781,3.2739829653,3.285344265,2.9045406736,2.9547168038,14986676961.59,170065662494.56,0.2192545921696342,108.0,60.0,2744.300049,5996.660156,21441.16016
176,2025-01-20,2781,2.9543526678,3.3472442202,2.9291276442,3.0998349554,21508103945.8,178440161683.13,-0.0234690194395594,124.0,60.0,2744.300049,5996.660156,21441.16016
175,2025-01-21,2781,3.0998330879,3.2345928983,3.0221456052,3.1693995125,10358506190.1,182445585785.73,-0.222522250064808,168.0,60.0,2755.0,6049.240234,21566.50977
174,2025-01-22,2781,3.1694146555,3.2742350291,3.1456979047,3.1711050698,8091948883.97,182540079363.2,-0.262068375339353,63.0,60.0,2767.600098,6086.370117,21853.0
173,2025-01-23,2781,3.1710561823,3.1779950104,3.0408416289,3.1198912035,8450732275.57,179590097656.63,-0.0044091579019257,126.0,60.0,2763.100098,6118.709961,21900.92969
172,2025-01-24,2781,3.1198912035,3.2007560505,3.0572477406,3.1034829817,6847580393.96,178888518107.45,-0.0414540123592982,133.0,60.0,2777.300049,6101.240234,21774.00977
171,2025-01-25,2781,3.1034247683,3.141712973,3.0827180665,3.1097056019,3304586595.51,179246975252.32,-0.0867171414196491,42.0,60.0,2777.300049,6101.240234,21774.00977
170,2025-01-26,2781,3.1097017466,3.141089463,3.0233996087,3.0262275396,3480601701.98,174435420851.25,0.1545758117038458,89.0,44.0,2777.300049,6101.240234,21774.00977
169,2025-01-27,2781,3.0262782465,3.0536713842,2.7084829379,3.0531853859,15974106216.37,176007898509.79,-0.0683992278540152,72.0,44.0,2737.5,6012.279785,21127.2793
168,2025-01-28,2781,3.0532343079,3.2090892342,3.0113940896,3.0611203743,9497347682.77,176445413354.77,0.0824452484556651,60.0,44.0,2766.800049,6067.700195,21463.03906
167,2025-01-29,2781,3.0610982937,3.1274346471,2.976758194,3.06829445,6882287654.34,176866396456.35,-0.0769929797007413,105.0,44.0,2769.100098,6039.310059,21411.46094
166,2025-01-30,2781,3.0684018026,3.1513306972,3.0533151974,3.1310694843,4868674752.17,180672981607.1,0.0366493146838667,106.0,44.0,2823.0,6071.169922,21508.11914
165,2025-01-31,2781,3.1310449905,3.1311330573,3.0064846283,3.035420251,4520254154.6,175153821625.18,-0.0062605897915901,56.0,44.0,2812.5,6040.529785,21478.05078
164,2025-02-01,2781,3.0353984911,3.068510549,2.838140638,2.8844692539,4886927800.3,166444283425.86,0.0004028446941454,49.0,44.0,2812.5,6040.529785,21478.05078
163,2025-02-02,2781,2.8844630513,2.9528745646,2.4869347127,2.579795031,15654662797.97,148863820211.64,-0.0827659065323758,24.0,45.0,2812.5,6040.529785,21478.05078
162,2025-02-03,2781,2.5797953539,2.7798500546,1.9486207615,2.7011559292,36745099580.93,155875584976.63,-0.1347980823500182,146.0,45.0,2833.899902,5994.569824,21297.58008
161,2025-02-04,2781,2.7013085473,2.7766448849,2.4355398895,2.5354246787,14154535566.29,146300274740.98,0.0135639905216591,36.0,45.0,2853.300049,6037.879883,21566.91992
160,2025-02-05,2781,2.5353693632,2.5671566754,2.3566484129,2.3823150631,7724989243.37,137465149600.56,-0.2389700629396852,89.0,45.0,2871.600098,6061.47998,21658.16016
159,2025-02-06,2781,2.382257514,2.4646882543,2.2923292931,2.3268803805,7292152784.04,134407432698.83,-0.0399476777916421,64.0,45.0,2856.0,6083.569824,21774.07031
158,2025-02-07,2781,2.3268959352,2.5338684385,2.2839895139,2.3935829805,9288664505.4,138261858197.85,-0.0093459357261657,75.0,45.0,2867.300049,6025.990234,21491.31055
157,2025-02-08,2781,2.3936247377,2.433853094,2.3557420452,2.4243755907,3995500227.55,140036627254.2,-0.1242833057826853,36.0,45.0,2867.300049,6025.990234,21491.31055
156,2025-02-09,2781,2.4243499946,2.5043774083,2.3182343275,2.3969399195,4806376235.9,138451940325.39,-0.0740817065060478,112.0,36.0,2867.300049,6025.990234,21491.31055
155,2025-02-10,2781,2.3969154882,2.4694422825,2.3302074124,2.4226955035,4740495320.8,139944112806.41,-0.1761815240888884,62.0,36.0,2914.300049,6066.439941,21756.73047
154,2025-02-11,2781,2.4227483608,2.5253917421,2.3763613053,2.4142156234,5368991524.86,139451439187.05,-0.036426254847081,50.0,36.0,2912.5,6068.5,21693.51953
153,2025-02-12,2781,2.4142190688,2.4905750217,2.349435644,2.4728350278,5462469809.31,142837682597.42,0.0,1.0,36.0,2909.0,6051.970215,21719.25977
152,2025-02-13,2781,2.4728425829,2.5961297973,2.4246539068,2.5625147277,5041669574.19,148160965500.45,-0.0073729048525621,30.0,36.0,2925.899902,6115.069824,22030.71094
151,2025-02-14,2781,2.5625021482,2.8282711014,2.5352603791,2.7401960883,8841598608.47,158428702297.82,-0.1529832818909831,79.0,36.0,2883.600098,6114.629883,22114.68945
150,2025-02-15,2781,2.7400866929,2.8273111364,2.7218552106,2.7615784742,4633704308.76,159669777581.59,-0.0465500831701436,55.0,36.0,2883.600098,6114.629883,22114.68945
149,2025-02-16,2781,2.7615515779,2.8022824371,2.7002074993,2.7278249718,3431117271.92,157733057291.41,-0.1406262550503015,16.0,33.0,2883.600098,6114.629883,22114.68945
148,2025-02-17,2781,2.728055239,2.7614480179,2.6134546007,2.6582741402,4782836287.41,153697055091.22,-0.0050441856510284,18.0,33.0,2883.600098,6114.629883,22114.68945
147,2025-02-18,2781,2.6582509942,2.6666702099,2.4733285315,2.558877764,5357974218.53,147955681203.0,-0.1911595569011565,59.0,33.0,2931.600098,6129.580078,22164.60938
146,2025-02-19,2781,2.5589516756,2.7440108526,2.5173927792,2.7408005892,5175151198.14,158470446432.19,-0.1702211971223957,52.0,33.0,2919.399902,6144.149902,22175.59961
145,2025-02-20,2781,2.7408086741,2.7449109592,2.6736097943,2.6908278733,4310522382.14,155763779981.2,0.0702201589632458,68.0,33.0,2940.0,6117.52002,22068.06055
144,2025-02-21,2781,2.6907874155,2.7090115029,2.5124853145,2.5701400965,5895816749.58,148780308052.93,-0.0080606379816609,21.0,33.0,2937.600098,6013.129883,21614.08008
143,2025-02-22,2781,2.5701493674,2.6074686567,2.5561840867,2.5757063701,2384435690.47,149101963170.45,-0.0337199444983415,32.0,33.0,2937.600098,6013.129883,21614.08008
142,2025-02-23,2781,2.5757058937,2.5969791261,2.5236908564,2.5770199385,2469949788.21,149177588638.07,-0.0040107113343698,11.0,31.0,2937.600098,6013.129883,21614.08008
141,2025-02-24,2781,2.5770123082,2.6004563747,2.2705373442,2.2779286701,7075894526.1,131865273491.01,-0.0011791506391503,36.0,31.0,2947.899902,5983.25,21352.08008
140,2025-02-25,2781,2.2779456077,2.3579062672,2.0751908593,2.3207170701,13317860642.1,134342002891.5,-0.2135098269864618,65.0,31.0,2904.5,5955.25,21087.25
139,2025-02-26,2781,2.3207306011,2.324919438,2.1540088715,2.192435232,6752125996.08,126916120782.7,-0.0134432829916477,27.0,31.0,2916.800049,5956.060059,21132.91992
138,2025-02-27,2781,2.1924500077,2.2538561196,2.149015008,2.1986475481,4837539998.38,127410613886.07,-0.0010734406135,43.0,31.0,2883.199951,5861.569824,20550.94922
137,2025-02-28,2781,2.1986400139,2.1986400139,1.9574078484,2.1455952181,8544047699.47,124337498665.66,-0.023500603459916,41.0,31.0,2836.800049,5954.5,20884.41016
136,2025-03-01,2781,2.1456093135,2.2123922446,2.1229239935,2.1906025078,3300928949.01,126944367032.32,0.0284636332001444,16.0,31.0,2836.800049,5954.5,20884.41016
135,2025-03-02,2781,2.1905943028,2.9667200461,2.1773587657,2.9369424933,17441097425.85,170201127517.84,0.0070471462735719,116.0,42.0,2836.800049,5954.5,20884.41016
134,2025-03-03,2781,2.9370473774,2.943915867,2.3117307097,2.3857424913,14497390959.52,138251556399.82,-0.0155020243349864,125.0,42.0,2890.199951,5849.720215,20425.58008
133,2025-03-04,2781,2.3857149307,2.5161107118,2.2298711245,2.4551455026,11265947030.52,142275591179.13,-0.033659291115536,37.0,42.0,2909.600098,5778.149902,20352.5293
132,2025-03-05,2781,2.4551550159,2.5330400076,2.4181242524,2.5005092313,6075953088.7,144906195558.91,-0.0219391772952837,119.0,42.0,2915.300049,5842.629883,20628.46094
131,2025-03-06,2781,2.5005496018,2.6384254636,2.4742387726,2.601729189,6907451108.88,150769524085.24,-0.0099515179630185,39.0,42.0,2916.600098,5738.52002,20052.63086
130,2025-03-07,2781,2.6017291528,2.6100488992,2.3570112963,2.3816242863,9796404399.06,138236053072.31,-0.0555139141842863,75.0,42.0,2904.699951,5770.200195,20201.36914
129,2025-03-08,2781,2.3816022433,2.4064096562,2.3096075377,2.3234385805,3722945466.62,134859322677.87,-0.0542048748164253,34.0,42.0,2904.699951,5770.200195,20201.36914
128,2025-03-09,2781,2.323426185,2.3487830496,2.0909827773,2.1345764292,6156171771.3,123891758225.01,-0.4303082151747804,48.0,34.0,2904.699951,5770.200195,20201.36914
127,2025-03-10,2781,2.1344713101,2.2516985846,2.0005244127,2.0182942338,8000109430.77,117142663524.41,-0.2488766246371799,6.0,34.0,2891.0,5614.560059,19430.94922
126,2025-03-11,2781,2.0181944148,2.2082016696,1.9165902326,2.1669157682,8214014405.98,125775655250.68,-0.0930758013230998,38.0,34.0,2912.899902,5572.069824,19376.96094
125,2025-03-12,2781,2.1669280628,2.2588319029,2.1420632972,2.2407549666,6420912776.26,130060245200.91,-0.0890964828134533,45.0,34.0,2939.100098,5599.299805,19596.01953
124,2025-03-13,2781,2.2407451952,2.3379816288,2.21875692,2.2510084204,5570837343.18,130803458398.35,-0.1034044918559846,36.0,34.0,2984.300049,5521.52002,19225.48047
123,2025-03-14,2781,2.2510048166,2.3833185885,2.2400803447,2.3564425856,4318754070.27,136929597334.1,-0.1245642852509158,38.0,34.0,2994.5,5638.939941,19704.64063
122,2025-03-15,2781,2.356429921,2.4717575055,2.3563609404,2.393238415,3638758922.32,139070628229.7,0.0021790306676517,27.0,34.0,2994.5,5638.939941,19704.64063
121,2025-03-16,2781,2.3932750543,2.4085228969,2.2745768924,2.2978671477,3890457149.39,133522721881.75,0.0,1.0,39.0,2994.5,5638.939941,19704.64063
120,2025-03-17,2781,2.2978007903,2.3759441929,2.2955124703,2.3406379359,3457455336.81,136011495003.24,0.0033173620476758,58.0,39.0,3000.0,5675.120117,19812.24023
119,2025-03-18,2781,2.3406302411,2.3406302411,2.2263249656,2.2869601904,3485953020.79,132892204115.6,0.076279156385584,29.0,39.0,3035.100098,5614.660156,19483.35938
118,2025-03-19,2781,2.2869501711,2.5727944613,2.2691647538,2.5458414386,9591487008.84,147936734364.66,-0.0917013724644978,11.0,39.0,3035.899902,5675.290039,19736.66016
117,2025-03-20,2781,2.5458524239,2.5507108653,2.3943319733,2.434673966,4976516821.97,141592832032.77,-0.1757129105654629,14.0,39.0,3040.0,5662.890137,19677.60938
116,2025-03-21,2781,2.4346188025,2.4630027099,2.3595708306,2.3792775443,3433230669.42,138375819467.95,0.2072981367810175,40.0,39.0,3018.199951,5667.560059,19753.9707
115,2025-03-22,2781,2.3793038606,2.4131645279,2.3621381892,2.369823824,1778187862.95,137824361522.42,-0.0186901381382575,35.0,39.0,3018.199951,5667.560059,19753.9707
114,2025-03-23,2781,2.3698218137,2.435881141,2.3670096388,2.4354930628,2107624036.37,141642114185.6,-0.6916424330175834,46.0,28.0,3018.199951,5667.560059,19753.9707
113,2025-03-24,2781,2.4354661848,2.5015944021,2.4154778801,2.4481615549,3272338534.7,142381196081.17,0.0,18.0,28.0,3013.100098,5767.569824,20180.44922
112,2025-03-25,2781,2.4481743329,2.4719125146,2.4102090757,2.4513503615,2722132221.76,142565115172.81,-0.000362052246482,28.0,28.0,3023.699951,5776.649902,20287.83008
111,2025-03-26,2781,2.4513367308,2.4761666281,2.3315825517,2.3490877816,3341723418.11,136729301965.89,-0.04229646258884,33.0,28.0,3020.899902,5712.200195,19916.99023
110,2025-03-27,2781,2.3490707633,2.3884582648,2.3071704651,2.3382736565,2687267003.98,136104780440.52,-0.0092504133892416,45.0,28.0,3060.199951,5693.310059,19798.61914
109,2025-03-28,2781,2.3383412032,2.3407602888,2.1594849902,2.2041371574,4373544995.16,128293854889.42,0.0,2.0,28.0,3086.5,5580.939941,19281.40039
108,2025-03-29,2781,2.2041459972,2.221371149,2.0647338894,2.139949049,3914811652.7,124560134259.32,0.1351377715667089,16.0,28.0,3086.5,5580.939941,19281.40039
107,2025-03-30,2781,2.1399990013,2.2110338405,2.1110926846,2.1361430995,2826918737.14,124335611148.55,-0.0096475834196264,33.0,27.0,3086.5,5580.939941,19281.40039
106,2025-03-31,2781,2.1361415935,2.1373194676,2.027241876,2.0898967226,4506662719.33,121645607467.58,-0.0194990334001559,7.0,27.0,3122.800049,5611.850098,19278.44922
105,2025-04-01,2781,2.0899261232,2.1927255345,2.0682348941,2.139610894,4034254494.31,124536315730.71,0.0,30.0,27.0,3118.899902,5633.069824,19436.41992
104,2025-04-02,2781,2.1395897883,2.2213132334,1.9911190392,2.0250666347,5687620993.33,117866492631.53,0.0868204335371653,9.0,27.0,3139.899902,5670.970215,19581.7793
103,2025-04-03,2781,2.0249992345,2.0798630822,1.9658045613,2.062466639,5385004806.56,120188355326.16,-0.202971388337224,34.0,27.0,3097.0,5396.52002,18521.4707
102,2025-04-04,2781,2.062435141,2.1506246071,2.0225102736,2.12895971,5503342771.31,124064642063.8,0.0057153578462271,15.0,27.0,3012.0,5074.080078,17397.69922
101,2025-04-05,2781,2.128952317,2.1709361134,2.1146835779,2.1437308105,2089759529.98,124925393865.25,-0.0010043825874937,32.0,27.0,3012.0,5074.080078,17397.69922
100,2025-04-06,2781,2.1437228391,2.1564836676,1.8691350841,1.9178948665,5158671864.79,111765274512.28,0.0,22.0,30.0,3012.0,5074.080078,17397.69922
99,2025-04-07,2781,1.9178948665,1.9928797821,1.6400879574,1.8977536337,14383598177.41,110591554306.7,-0.1308737680011866,75.0,30.0,2951.300049,5062.25,17430.67969
98,2025-04-08,2781,1.8977537988,1.9660460207,1.7820093043,1.7945675815,6468324898.31,104574561979.14,0.0245381502866247,22.0,30.0,2968.399902,4982.77002,17090.40039
97,2025-04-09,2781,1.7945020621,2.0865009841,1.7256136506,2.0517378062,9381130205.67,119565790226.08,-0.0788680103090074,20.0,30.0,3056.5,5456.899902,19145.06055
96,2025-04-10,2781,2.0517519085,2.0527537219,1.9282950746,1.9664819098,4463765886.13,114597579091.91,-0.0062384034314238,28.0,30.0,3155.199951,5268.049805,18343.57031
95,2025-04-11,2781,1.9664972829,2.0614121577,1.9500349567,2.0238867753,3459211571.56,118069793450.19,0.0,18.0,30.0,3222.199951,5363.359863,18690.05078
94,2025-04-12,2781,2.0238867753,2.1717633504,2.0046794375,2.1586203923,3429390185.73,125930661908.37,-0.0076118935527705,20.0,30.0,3222.199951,5363.359863,18690.05078
93,2025-04-13,2781,2.1586334133,2.2323835662,2.0881034324,2.1201994806,4220100049.29,123689659144.82,0.0036171216231126,17.0,26.0,3222.199951,5363.359863,18690.05078
92,2025-04-14,2781,2.1202193895,2.1742611945,2.1104618787,2.1267537124,3284127479.83,124069626958.06,-0.2885947316202498,30.0,26.0,3204.800049,5405.970215,18796.01953
91,2025-04-15,2781,2.1267325865,2.181261445,2.0852601393,2.0885493145,2948485956.4,121838937021.42,0.1477362229670892,20.0,26.0,3218.699951,5396.629883,18830.23047
90,2025-04-16,2781,2.0884953395,2.117895156,2.0397376906,2.0832416989,3572242594.85,121533289379.21,-0.3950234558433294,9.0,26.0,3326.600098,5275.700195,18257.64063
89,2025-04-17,2781,2.0832560975,2.1128685692,2.0558492545,2.0664148918,2467503711.98,120552725923.49,0.1685212850570678,4.0,26.0,3308.699951,5282.700195,18258.08984
88,2025-04-18,2781,2.0664478237,2.0873231349,2.0460365859,2.0635274744,1886497380.54,120497591511.41,0.0881520372790259,33.0,26.0,3308.699951,5282.700195,18258.08984
87,2025-04-19,2781,2.0635210069,2.0954350726,2.0593601696,2.0873198356,1445648293.46,121887304301.58,0.0,2.0,26.0,3308.699951,5282.700195,18258.08984
86,2025-04-20,2781,2.0873341067,2.0925436913,2.0407196005,2.0770009192,1733159089.1,121284739767.43,-0.8602876663208008,1.0,25.0,3308.699951,5282.700195,18258.08984
85,2025-04-21,2781,2.0770009192,2.1390879433,2.0632604144,2.0855153781,2746051224.63,121780859629.24,-0.0608485910329925,30.0,25.0,3406.199951,5158.200195,17808.30078
84,2025-04-22,2781,2.0854969708,2.2378690527,2.0689034807,2.2154730743,4054022421.46,129369748912.33,0.2126909565583915,57.0,25.0,3400.800049,5287.759766,18276.41016
83,2025-04-23,2781,2.2154566842,2.2995392819,2.197325431,2.2173558817,5013426738.96,129480868263.74,-0.1230712329799478,30.0,25.0,3276.300049,5375.859863,18693.25977
82,2025-04-24,2781,2.2173596029,2.227351059,2.1233778888,2.2045442606,4208222194.6,128732281187.09,0.0,8.0,25.0,3332.0,5484.77002,19214.40039
81,2025-04-25,2781,2.2045400507,2.2168889027,2.1668884803,2.1830542735,3279550204.58,127478761463.39,0.003837531195304,36.0,25.0,3282.399902,5525.209961,19432.56055
80,2025-04-26,2781,2.183073528,2.2459084845,2.1823727347,2.1931888378,2524845629.41,128180605860.02,0.0010510338536391,24.0,25.0,3282.399902,5525.209961,19432.56055
79,2025-04-27,2781,2.1931932556,2.2909958654,2.1637949463,2.2562374472,3776527779.08,131865207140.33,0.0,4.0,26.0,3282.399902,5525.209961,19432.56055
78,2025-04-28,2781,2.2562374472,2.3521917329,2.2270898844,2.2951384594,4354002633.88,134137237948.14,0.0,4.0,26.0,3332.5,5528.75,19427.28906
77,2025-04-29,2781,2.2951123036,2.311782328,2.2238845265,2.2408010643,2889426360.63,130962501898.61,-0.0253089596063662,61.0,26.0,3318.800049,5560.830078,19544.94922
76,2025-04-30,2781,2.2407919979,2.2582819527,2.1297676233,2.1915565055,3691303521.26,128085849200.42,-0.0209182596206665,14.0,26.0,3305.0,5569.060059,19571.01953
75,2025-05-01,2781,2.191571952,2.2549796862,2.1911277017,2.2141617327,2221046439.24,129536649175.77,-0.0086031863183686,26.0,26.0,3210.0,5604.140137,19786.71094
74,2025-05-02,2781,2.2141675167,2.2388205672,2.1949220504,2.2098307886,2148434217.0,129282778950.82,0.0623363122726098,27.0,26.0,3231.899902,5686.669922,20102.60938
73,2025-05-03,2781,2.2098281177,2.2192182248,2.1809736121,2.1883673688,1427745526.63,128027032376.42,-0.0639304457089075,30.0,26.0,3231.899902,5686.669922,20102.60938
72,2025-05-04,2781,2.1883636651,2.2153866741,2.1541789746,2.1577948478,1606676573.71,126236907144.29,-0.1283104856536813,29.0,26.0,3231.899902,5686.669922,20102.60938
71,2025-05-05,2781,2.157765088,2.1935370542,2.1095799304,2.1356094513,2518838395.46,124936181548.58,-0.11106938987794,34.0,26.0,3311.300049,5650.379883,19967.93945
70,2025-05-06,2781,2.1355318098,2.157809694,2.0805419362,2.1554295773,2458675033.69,126095373172.82,-0.0932001895941649,45.0,26.0,3411.399902,5606.910156,19791.34961
69,2025-05-07,2781,2.1553458505,2.1697234692,2.1089199616,2.1261714313,3808556619.63,124388680022.07,-0.0028912514448165,24.0,26.0,3381.399902,5631.279785,19867.9707
68,2025-05-08,2781,2.1261733765,2.3246718691,2.1193132295,2.3231842849,4714441484.09,136022411505.86,-0.0374031011802097,69.0,26.0,3296.600098,5663.939941,20063.56055
67,2025-05-09,2781,2.3231657517,2.4253989177,2.2902524909,2.3446712152,5991870742.4,137279066897.69,0.0423506281484112,61.0,26.0,3335.399902,5659.910156,20061.44922
66,2025-05-10,2781,2.3446285293,2.4726724327,2.3401774378,2.4720299381,4373016277.56,144738477336.13,-0.0431711643934249,10.0,26.0,3335.399902,5659.910156,20061.44922
65,2025-05-11,2781,2.4720001847,2.4762539678,2.3339168245,2.3665254767,3965697852.97,138561963426.82,0.0,1.0,29.0,3335.399902,5659.910156,20061.44922
64,2025-05-12,2781,2.3665394868,2.6396772639,2.3588042361,2.5446382067,10613122883.78,148989427492.59,-0.079846962479984,21.0,29.0,3220.0,5844.189941,20868.15039
63,2025-05-13,2781,2.5446331342,2.600900118,2.4276264541,2.5865479277,6176519868.23,151444122320.67,0.0025439180252028,22.0,29.0,3240.300049,5886.549805,21197.69922
62,2025-05-14,2781,2.5865575707,2.6457354389,2.5241279971,2.5527034178,4955686643.07,149461626101.66,0.1569406413215242,61.0,29.0,3181.399902,5892.580078,21319.21094
61,2025-05-15,2781,2.5526979496,2.5709162716,2.3590010521,2.3803669723,5374268326.39,139541669226.19,0.6369438919283095,29.0,29.0,3220.699951,5916.930176,21335.82031
60,2025-05-16,2781,2.3803575033,2.4367065666,2.3506527229,2.3809844457,3792750564.74,139578421936.25,0.1589115738868713,5.0,29.0,3182.0,5958.379883,21427.93945
59,2025-05-17,2781,2.3809844457,2.3883125147,2.3032028588,2.3543643012,3022317383.35,138017891894.93,0.0,2.0,29.0,3182.0,5958.379883,21427.93945
58,2025-05-18,2781,2.3543643012,2.4429006779,2.3522818174,2.4341710459,2943528946.24,142655431745.35,-0.3406039653438152,11.0,26.0,3182.0,5958.379883,21427.93945
57,2025-05-19,2781,2.4334733074,2.4357940023,2.2868638298,2.3813793141,3735931350.92,139601569970.91,0.0169235203001234,12.0,26.0,3228.899902,5963.600098,21447.05078
56,2025-05-20,2781,2.3813793141,2.405660107,2.3174279249,2.3567553802,2990978074.51,138157157994.01,-0.1276170597053491,31.0,26.0,3280.300049,5940.459961,21367.36914
55,2025-05-21,2781,2.3567399579,2.4261127799,2.334874651,2.3989262035,3837944482.7,140783400670.34,0.0124456016522533,18.0,26.0,3309.300049,5844.609863,21080.35938
54,2025-05-22,2781,2.3989537453,2.4517177774,2.3923532462,2.42979529,3399409382.03,142594984105.07,0.0528810472614997,28.0,26.0,3292.300049,5842.009766,21112.4707
53,2025-05-23,2781,2.42979529,2.4765181288,2.2903331383,2.2943207914,4394718207.27,134652511619.43,-0.089128690958023,32.0,26.0,3363.600098,5802.819824,20915.66016
52,2025-05-24,2781,2.2944568532,2.3588057163,2.2924148391,2.3328698542,1496547562.12,136906817277.27,0.0036708994274794,51.0,26.0,3363.600098,5802.819824,20915.66016
51,2025-05-25,2781,2.3328698542,2.344193322,2.2705278504,2.3429750261,2117325121.48,137498409060.51,-0.0433470741475476,24.0,24.0,3363.600098,5802.819824,20915.66016
